001_00	Elif Lām Mīm.
154_00	I ne recite za one koji su na Allahovu putu poginuli: "Mrtvi su!" Ne, oni su živi, ali vi to ne znate!
155_00	Mi ćemo vas dovoditi u iskušenje malo sa strahom i gladovanjem, i time što ćete gubiti imanja i živote i ljetine. A ti obraduj izdržljive,
156_00	one koji, kada ih kakva nevolja zadesi, samo kažu: "Mi smo Allahovi i mi ćemo se Njemu vratiti!"
157_00	Njih čeka oprost od Gospodara njihova i milost; oni su na Pravome putu!
158_00	Safa i Merva su Allahova časna mjesta, zato onaj koji Kabu hodočasti ili umru obavi ne čini nikakav prijestup ako krene oko njih.
158_01	A onaj koji drage volje učini kakvo dobro djelo – pa, Allah je doista blagodaran i sve zna.
159_00	One koji budu tajili jasne dokaze, koje smo Mi objavili, i Pravi put, koji smo u
159_01	Knjizi ljudima označili, njih će Allah prokleti, a prokleće ih i oni koji imaju pravo da proklinju;
160_00	oprostiću samo onima koji se pokaju i poprave i to javno ispolje, a Ja primam pokajanje i Ja sam milostiv.
161_00	Oni koji ne vjeruju i koji kao nevjernici umru – zaslužuju, doista, prokletstvo Allahovo i meleka i svih ljudi,
162_00	u njemu će vječno ostati, a patnja njihova neće jenjavati, niti će im se odlagati.
163_00	A vaš Bog – jedan je Bog! Nema boga osim Njega, Milostivog, Samilosnog!
164_00	Stvaranje nebesa i Zemlje, smjena noći i dana, lađa koja morem plovi s korisnim tovarom za ljude, kiša koju
164_01	Allah pušta s neba pa tako u život vraća zemlju nakon mrtvila njezina – po kojoj je rasijao svakojaka
164_02	živa bića, promjena vjetrova, oblaci koji između neba i Zemlje lebde – doista su dokazi za one koji imaju pameti.
165_00	Ima ljudi koji su umjesto Allaha kumire prihvatili, vole ih kao što se Allah voli, ali pravi vjernici još više vole Allaha.
165_01	A da znaju mnogobošci da će onda kada dožive patnju – svu moć samo Allah imati i da će Allah strahovito kažnjavati –
166_00	kada će se glavešine, za kojima su se drugi povodili, svojih sljedbenika odreći i kada će veze koje su ih vezale prekinute biti, i oni patnju doživjeti,
167_00	kada će sljedbenici njihovi uzviknuti: "Da nam je samo da se vratimo, pa da se i mi njih odreknemo kao što
167_01	su se oni nas odrekli!" Eto, tako će Allah njima djela njihova po njih kobnim pokazati i oni iz vatre neće izlaziti.
168_00	O ljudi, jedite od onoga što ima na Zemlji, ali samo ono što je dopušteno i što je prijatno, i ne slijedite šejtanove stope, jer vam je on neprijatelj očevidni!
169_00	On vas navraća na grijeh i razvrat i na to da o Allahu govorite ono što ne znate.
170_00	A kada im se rekne: "Slijedite Allahovu Objavu!" – oni odgovaraju: "Nećemo, slijedićemo ono na čemu smo zatekli
170_01	pretke svoje." – Zar i onda kada im preci nisu ništa shvaćali i kada nisu na Pravome putu bili?!
171_00	Oni koji neće da vjeruju slični su stoci na koju se viče, ali ona čuje samo zov i viku. Gluhi, nijemi i slijepi – oni ništa ne shvaćaju.
172_00	O vjernici, jedite ukusna jela koja smo vam podarili i budite Allahu zahvalni, ta vi se samo Njemu klanjate!
173_00	On vam jedino zabranjuje: strv i krv i svinjsko meso, i ono što je zaklano u nečije drugo ime, a ne u Allahovo.
173_01	A onome ko bude primoran, ali ne iz želje, tek toliko da glad utoli, njemu grijeh nije. – Allah zaista prašta i milostiv je.
174_00	Oni koji taje ono što je Allah u Knjizi objavio i to zamjenjuju za nešto što malo vrijedi – oni u trbuhe svoje ne trpaju
174_01	ništa drugo do ono što će ih u vatru dovesti; na Sudnjem danu Allah ih neće ni osloviti, niti ih očistiti – njih čeka patnja nesnosna.
175_00	Oni su umjesto Pravoga puta izabrali zabludu, a umjesto oprosta zaslužili patnju; – i koliko su oni samo neosjetljivi na vatru!
176_00	To je zato što je Allah objavio Knjigu, pravu istinu. A neslozi onih čija su mišljenja o Knjizi suprotna doista nema kraja.
177_00	Nije čestitost u tome da okrećete lica svoja prema istoku i zapadu; čestiti su oni koji vjeruju u Allaha
177_01	i u onaj svijet, i u meleke, i u knjige, i u vjerovjesnike, i koji od imetka, iako im
177_02	je drag, daju rođacima, i siročadi, i siromasima, i putnicima, i prosjacima, i za otkup iz ropstva, i koji
177_03	molitvu obavljaju i zekat daju, i koji obavezu svoju, kada je preuzmu, ispunjavaju, naročito oni koji su izdržljivi u
177_04	neimaštini, i u bolesti, i u boju ljutom. Oni su iskreni vjernici, i oni se Allaha boje i ružnih postupaka klone.
178_00	O vjernici!
178_01	Propisuje vam se odmazda za ubijene: slobodan – za slobodna, i rob – za roba, i žena – za ženu.
178_02	A onaj kome rod ubijenog oprosti, neka oni velikodušno postupe, a neka im on dobročinstvom uzvrati. To je olakšanje od Gospodara vašeg, i milost. A ko nasilje izvrši i poslije toga, njega bolna patnja čeka.
179_00	U odmazdi vam je – opstanak, o razumom obdareni, da biste se ubijanja okanili!
180_00	Kada neko od vas bude na samrti, ako ostavlja imetak, propisuje vam se, kao obaveza za one koji se Allaha boje, da pravedno učini oporuku roditeljima i bližnjima.
181_00	Onaj ko je izmijeni, a zna kako glasi – pa grijeh za to pada na one koji je mijenjaju; – a Allah, zaista, sve čuje i zna.
182_00	A onaj ko se plaši da je oporučilac nenamjerno zastranio ili namjerno zgriješio pa ih izmiri, nema mu grijeha. – Allah, zaista, prašta i samilostan je.
183_00	O vjernici! Propisuje vam se post, kao što je propisan onima prije vas, da biste se grijeha klonili,
184_00	i to neznatan broj dana; a onome od vas koji bude bolestan ili na putu – isti broj drugih dana. Onima koji ga jedva podnose – otkup je da jednog siromaha nahrane.
184_01	A ko drage volje da više, za njega je bolje. A bolje vam je, neka znate, da postite.
185_00	U mjesecu ramazanu počelo je objavljivanje Kur'ana, koji je putokaz ljudima i jasan dokaz Pravoga puta i razlikovanja dobra od zla. Ko od vas u tom mjesecu
185_01	bude kod kuće, neka ga u postu provede, a ko se razboli ili se na putu zadesi, neka isti broj dana naposti – Allah želi da vam
185_02	olakša, a ne da poteškoće imate – da određeni broj dana ispunite, i da Allaha veličate zato što vam je ukazao na Pravi put, i da zahvalni budete.
186_00	A kada te robovi Moji za Mene upitaju, Ja sam, sigurno, blizu: odazivam se molbi molitelja kad Me zamoli. Zato neka oni pozivu Mome udovolje i neka vjeruju u Mene, da bi bili na Pravome putu.
187_00	Dozvoljava vam se da se u noćima dok traje post sastajete sa svojim ženama; one su odjeća vaša, a vi ste njihova odjeća.
187_01	Allah zna da vam je bilo teško, pa je prihvatio pokajanje vaše i oprostio vam.
187_02	Zato se sada sastajte sa njima u želji da dobijete ono što vam je Allah već odredio.
187_03	Jedite i pijte sve dok ne budete mogli razlikovati bijelu nit od crne niti zore; od tada postite sve do noći.
187_04	Sa ženama ne smijete imati snošaja dok ste u i‘tikafu u džamijama. To su Allahove granice, i ne približujte im se! Eto tako Allah objašnjava ljudima propise Svoje da bi se onoga što im je zabranjeno klonili.
188_00	Ne jedite imovinu jedan drugoga na nepošten način i ne parničite se zbog nje pred sudijama da biste na grješan način i svjesno dio tuđe imovine pojeli!
189_00	Pitaju te o mlađacima.
189_01	Reci: "Oni su ljudima oznake o vremenu i za hadžiluk." Ne iskazuje se čestitost u tome da sa stražnje strane u kuće ulazite, nego je čestitost u tome da se Allaha bojite. U kuće na vrata njihova ulazite i Allaha se bojte da biste postigli ono što želite.
190_00	I borite se na Allahovom putu protiv onih koji se bore protiv vas, ali vi ne otpočinjite borbu! – Allah, doista, ne voli one koji zapodijevaju kavgu.
191_00	I napadajte takve gdje god ih sretnete i progonite ih odande odakle su oni vas prognali. A zlostavljanje je teže od ubijanja!
191_01	I ne borite se protiv njih kod Časnoga hrama, dok vas oni tu ne napadnu. Ako vas napadnu, onda ih ubijajte! – neka takva bude kazna za nevjernike.
192_00	A ako se prođu – pa, Allah zaista prašta i samilostan je.
193_00	I borite se protiv njih sve dok mnogoboštva ne nestane i dok se Allahova vjera slobodno ispovijedati ne mogne. Pa ako se okane, onda neprijateljstvo prestaje, jedino protiv nasilnika ostaje.
194_00	Sveti mjesec je za sveti mjesec, a i u svetinjama vrijedi odmazda: onima koji vas napadnu uzvratite
194_01	istom mjerom i Allaha se bojte, i znajte da je Allah na strani onih koji se grijeha klone.
195_00	I imetak na Allahovom putu žrtvujte, i sami sebe u propast ne dovodite, i dobro činite – Allah, zaista, voli one koji dobra djela čine.
196_00	Hadž i umru radi Allaha izvršavajte!
196_01	A ako budete spriječeni, onda kurbane koji vam se nađu pri ruci zakoljite, a glave svoje, dok kurbani ne stignu do mjesta svoga, ne brijte.
196_02	A onaj među vama koji se razboli ili ga glavobolja muči, neka se postom, ili milostinjom, ili kurbanom iskupi.
196_03	Kada budete slobodni, obavite umru do hadža i zakoljite kurban do koga možete lahko doći.
196_04	A onaj ko ga ne nađe neka posti tri dana u danima hadža, i sedam dana po povratku – to jest punih deset dana. To je za onoga koji nije iz Mekke. I bojte se Allaha i znajte da On teško kažnjava.
197_00	Hadž je u određenim mjesecima; onom ko se obaveže da će u njima hadž obavljati nema snošaja sa ženama i nema ružnih riječi, i nema svađe u danima hadža. A za dobro koje učinite Allah zna.
197_01	I onim, što vam je potrebno za put, snabdijte se. A najbolja opskrba je bogobojaznost. I Mene se bojte, o razumom obdareni!
198_00	Ne pripisuje vam se u grijeh ako od Gospodara svoga molite da vam pomogne da nešto steknete.
198_01	A kada pođete sa Arefata, spominjite Allaha kod časnih mjesta; spominjite Njega, jer vam je On ukazao na Pravi put, a prije toga ste bili u zabludi.
199_00	Zatim krenite odakle kreću ostali ljudi i tražite od Allaha oprosta, jer Allah, uistinu, prašta i samilostan je.
200_00	A kad završite obrede vaše, opet spominjite Allaha, kao što spominjete pretke vaše, i još više Ga spominjite!
200_01	Ima ljudi koji govore: "Daj Ti nama, Gospodaru naš, na ovome svijetu!" Takvi na onom svijetu neće imati ništa.
201_00	A ima i onih koji govore: "Gospodaru naš, podaj nam dobro i na ovome i na onome svijetu, i sačuvaj nas patnje u ognju!"
202_00	Njih čeka nagrada koju su zaslužili! – A Allah brzo sviđa račune.
203_00	I spominjite Allaha u određenim danima.
203_01	A ni onome ko požuri i ostane samo dva dana nije grijeh; a neće se ogriješiti ni onaj koji se dulje zadrži, samo ako se grijeha kloni. I bojte se Allaha i znajte da ćete svi biti pred Njim sakupljeni.
204_00	Ima ljudi čije te riječi o životu na ovome svijetu oduševljavaju i koji se pozivaju na Allaha kao svjedoka za ono što je u srcima njihovim, a najljući su protivnici.
205_00	Čim se neki od njih dočepa položaja, nastoji napraviti na Zemlji nered, ništeći usjeve i stoku. – A Allah ne voli nered!
206_00	A kada mu se rekne: "Boj se Allaha!" – on onda iz inada griješi. Njemu je dosta Džehennem, a on je, doista, grozno boravište.
207_00	Ima ljudi koji se žrtvuju da bi Allaha umilostivili – a Allah je milostiv robovima Svojim.
208_00	O vjernici, živite svi u miru i ne idite stopama šejtanovim; on vam je, zaista, neprijatelj otvoreni.
209_00	A ako skrenete, nakon što su vam već došli jasni dokazi, onda znajte da je Allah silan i mudar.
210_00	Čekaju li oni da im Allahova kazna dođe iz vedra neba, i meleki, i da bude svemu kraj?! – A Allahu se sve vraća.
211_00	Upitaj sinove Israilove koliko smo im jasnih dokaza dali! A one koji preinačuju Allahove dokaze, kada su im već došli, Allah će zaista strahovito kazniti.
212_00	Nevjernicima se život na ovome svijetu čini lijepim i oni se rugaju onima koji vjeruju.
212_01	A na Sudnjem danu biće iznad njih oni koji su se Allaha bojali i grijeha klonili. – A Allah daje u obilju onome kome On hoće, bez računa.
213_00	Svi ljudi su sačinjavali jednu zajednicu, i Allah je slao vjerovjesnike da donose radosne vijesti i opomene, i po njima je slao Knjigu,
213_01	samu istinu, da se po njoj sudi ljudima u onome u čemu se ne bi oni slagali. A povod neslaganju bila je međusobna
213_02	zavist, baš od onih kojima je data Knjiga, i to kada su im već bili došli jasni dokazi; i onda bi Allah, voljom
213_03	Svojom, uputio vjernike da shvate pravu istinu o onome u čemu se nisu slagali. – A Allah ukazuje na Pravi put onome kome On hoće.
214_00	Zar vi mislite da ćete ući u Džennet, a još niste iskusili ono što su iskusili oni koji su prije vas bili i nestali?
214_01	Njih su satirale neimaština i bolest, i toliko su bili uznemiravani da bi i poslanik, i oni koji su s njim vjerovali – uzviknuli: "Kada će već jednom Allahova pomoć!?" Eto, Allahova pomoć je zaista blizu!
215_00	Pitaju te kome će udjeljivati.
215_01	Reci: "Imetak koji udjeljujete neka pripadne roditeljima, i rođacima, i siročadi, i siromasima, i putnicima; a za dobro koje učinite Allah sigurno zna."
216_00	Propisuje vam se borba, mada vam nije po volji!
216_01	– Ne volite nešto, a ono može biti dobro za vas; nešto volite, a ono ispadne zlo po vas. – Allah zna, a vi ne znate.
217_00	Pitaju te o svetom mjesecu, o ratovanju u njemu.
217_01	Reci: "Ratovanje u njemu je veliki grijeh; ali je nevjerovanje u Allaha i odvraćanje od Njegova puta i časnih mjesta i izgonjenje stanovnika njegovih iz njih još veći grijeh kod Allaha.
217_02	A zlostavljanje je gore od ubijanja!
217_03	Oni će se neprestano boriti protiv vas da vas odvrate od vjere vaše, ako budu mogli.
217_04	A oni među vama koji od svoje vjere otpadnu i kao nevjernici umru – njihova djela biće poništena i na ovome i na onome svijetu, i oni će stanovnici Džehennema biti, u njemu će vječno ostati.
218_00	Oni koji vjeruju i koji se isele i bore na Allahovom putu, oni se mogu nadati Allahovoj milosti. – A Allah prašta i samilostan je.
219_00	Pitaju te o vinu i kocki.
219_01	Reci: "Oni donose veliku štetu, a i neku korist ljudima, samo je šteta od njih veća od koristi." I pitaju te koliko da udjeljuju. Reci: "Višak!" Eto, tako vam Allah objašnjava propise da biste razmislili
220_00	i o ovome i o onome svijetu. I pitaju te o siročadi.
220_01	Reci: "Bolje je imanja njihova unaprijediti!" A ako budete s njima zajedno živjeli, pa oni su braća vaša, a Allah umije razlikovati pokvarenjaka od dobročinitelja. Da je Allah htio, mogao vam je propisati ono što vam je teško; On je, doista, silan i mudar.
221_00	Ne ženite se mnogoboškinjama dok ne postanu vjernice; uistinu je robinja-vjernica bolja od mnogoboškinje, makar vam se i sviđala.
221_01	Ne udavajte vjernice za mnogobošce dok ne postanu vjernici; uistinu je rob-vjernik bolji od mnogobošca, makar vam se i dopadao.
221_02	Oni zovu u Džehennem, a Allah, voljom Svojom, nudi Džennet i oprost, i objašnjava ljudima dokaze Svoje, da bi razmislili.
222_00	I pitaju te o mjesečnom pranju. Reci: "To je neprijatnost." Zato ne općite sa ženama za vrijeme mjesečnog pranja, i ne prilazite im dok se ne okupaju.
222_01	A kada se okupaju, onda im prilazite onako kako vam je Allah naredio. – Allah zaista voli one koji se često kaju i voli one koji se mnogo čiste.
223_00	Žene vaše su njive vaše, i vi njivama vašim prilazite kako hoćete, a pripremite što i za duše svoje.
223_01	I bojte se Allaha i znajte da ćete pred Njega stati. A ti obraduj prave vjernike!
224_00	I neka vam zakletva Allahom ne bude prepreka u ispravnom životu, na putu čestitosti i u nastojanju da pomirite ljude. – A Allah sve čuje i sve zna.
225_00	Allah vas neće kazniti ako se nenamjerno zakunete, ali će vas kazniti ako pod zakletvom nešto namjerno učinite. – A Allah prašta i blag je.
226_00	Onima koji se zakunu da se neće približavati ženama svojim, rok je samo četiri mjeseca; i ako se vrate ženama – pa, Allah zaista prašta i milostiv je;
227_00	a ako odluče da se rastave – pa, Allah doista sve čuje i zna.
228_00	Raspuštenice neka čekaju tri mjesečna pranja; i nije im dopušteno kriti ono što je Allah stvorio u matericama njihovim, ako u Allaha i u onaj svijet vjeruju.
228_01	Muževi njihovi imaju pravo da ih, dok one čekaju, vrate ako žele dobro djelo učiniti.
228_02	One imaju isto toliko prava koliko i dužnosti, prema zakonu – samo, muževi imaju prednost pred njima za jedan stepen.
228_03	– A Allah je silan i mudar.
229_00	Puštanje može biti dvaput, pa ih ili velikodušno zadržati ili im na lijep način razvod dati.
229_01	A vama nije dopušteno uzimati bilo šta od onoga što ste im darovali, osim ako se njih dvoje plaše da Allahove propise neće izvršavati.
229_02	A ako se bojite da njih dvoje Allahove propise neće izvršavati, onda im nije grehota da se ona otkupi.
229_03	To su Allahovi propisi, pa ih ne narušavajte! A oni koji Allahove propise narušavaju, nepravedni su.
230_00	A ako je opet pusti, onda mu se ne može vratiti što se neće za drugoga muža udati.
230_01	Pa ako je ovaj pusti, onda njima dvoma nije grijeh da se jedno drugome vrate, ako misle da će Allahove propise izvršavati; to su Allahove odredbe, On ih objašnjava ljudima koji žele znati.
231_00	Kada pustite žene, onda ih, prije nego što ispune njima propisano vrijeme za čekanje, ili na lijep način zadržite ili ih velikodušno otpremite.
231_01	I ne zadržavajte ih da biste im učinili nasilje; a onaj ko tako postupi – ogriješio se prema sebi.
231_02	Ne igrajte se Allahovim propisima i neka vam je na umu blagodat koju vam Allah daje, i Knjiga, i mudrost koju vam objavljuje, kojom vas savjetuje.
231_03	Allaha se bojte i da Allah sve zna – na umu imajte!
232_00	A kada pustite žene i one ispune njima propisano vrijeme za čekanje, ne smetajte im da se ponovo udaju za svoje muževe, kada se slože da lijepo žive. Ovim se savjetuju oni među vama koji vjeruju u Allaha i u onaj svijet.
232_01	To vam je bolje i ljepše. A Allah sve zna, a vi ne znate.
233_00	Majke neka doje djecu svoju pune dvije godine onima koji žele da dojenje potpuno bude.
233_01	Otac djeteta ih je dužan prema svojoj mogućnosti hraniti i odijevati.
233_02	Niko neka se ne zadužuje iznad mogućnosti svojih: majka ne smije trpiti štetu zbog djeteta svoga, a ni otac zbog svoga djeteta.
233_03	I nasljednik je dužan sve to.
233_04	A ako njih dvoje na lijep način i sporazumno odluče dijete odbiti, to nije grijeh. A ako zaželite da djeci svojoj dojilje nađete – pa, nije grijeh kada od srca ono što ste naumili dadete. Allaha se bojte i znajte da Allah dobro vidi ono što radite.
234_00	Žene su dužne čekati četiri mjeseca i deset dana poslije smrti svojih muževa.
234_01	I kada one ispune njima propisano vrijeme za čekanje, vi niste odgovorni za ono što one, po zakonu, sa sobom urade – a Allah dobro zna ono što vi radite.
235_00	I nije vam grehota ako tim ženama na znanje date da ćete ih vi zaprositi ili ako to u
235_01	dušama svojim krijete. Allah zna da ćete o njima misliti, ali im potajno ništa ne obećavajte, samo pošteno govorite.
235_02	I ne odlučujte se na brak prije nego što propisano vrijeme za čekanje ne isteče; i imajte na umu
235_03	da Allah zna šta je u dušama vašim, pa Ga se pričuvajte, i znajte da On prašta i da je blag.
236_00	Nije vaš grijeh ako žene pustite prije nego što u odnos s njima stupite, ili prije nego što im vjenčani dar odredite.
236_01	I velikodušno ih darujte darom, zakonom propisanim: imućan prema svome stanju, a siromah prema svome; to je dužnost za one koji žele dobro djelo učiniti.
237_00	A ako ih pustite prije nego što ste u odnos sa njima stupili, a već ste im vjenčani dar odredili, one će
237_01	zadržati polovinu od onoga što ste odredili, osim ako se ne odreknu ili ako se ne odrekne onaj koji odlučuje o sklapanju
237_02	braka; a ako se odreknete, to je bliže čestitosti. I ne zaboravite da jedni prema drugima velikodušni budete, ta Allah zaista vidi šta radite.
238_00	Redovno molitvu obavljajte, naročito onu krajem dana, i pred Allahom ponizno stojte.
239_00	Ako se budete nečega bojali, onda hodeći ili jašući. A kada budete sigurni, spominjite Allaha onako kako vas je On naučio onome što niste znali.
240_00	Oni među vama kojima se primiče smrt, a koji ostavljaju iza sebe žene – trebaju im oporukom unaprijed za godinu dana odrediti izdržavanje i da se one ne udaljuju iz kuće.
240_01	A ako je same napuste, vi niste odgovorni za ono što one sa sobom, po zakonu, urade; – a Allah je silan i mudar.
241_00	Raspuštenicama pripada pristojna otpremnina, dužnost je da im to daju oni koji se Allaha boje!
242_00	Allah vam tako objašnjava propise Svoje da biste razmislili.
243_00	Zar nisi čuo o onima koji su iz straha od smrti iz zemlje svoje pobjegli – a bijaše ih na hiljade.
243_01	Allah im je rekao: "Pomrite!" – a poslije ih je oživio. Allah je, zaista, dobar prema ljudima, ali većina ljudi ne zahvaljuje.
244_00	I borite se na Allahovom putu i znajte da Allah sve čuje i sve zna.
245_00	Ko je taj koji će Allahu drage volje zajam dati, pa da mu ga On mnogostruko vrati? – A Allah uskraćuje i obilno daje, i Njemu ćete se povratiti.
246_00	Zar nisi čuo da su prvaci sinova Israilovih poslije Musaa svom vjerovjesniku rekli: "Postavi nam vladara da bismo se na
246_01	Allahovom putu borili!" – "Možda se vi nećete boriti, ako vam borba bude propisana?" – reče on. – "Zašto da
246_02	se ne borimo na Allahovom putu" – rekoše – "mi koji smo iz zemlje naše prognani i od sinova naših
246_03	odvojeni?" A kada im borba bi propisana, oni, osim malo njih, zatajiše. A Allah dobro zna one koji su sami prema sebi nepravedni.
247_00	"Allah vam je odredio Taluta za vladara" – reče im vjerovjesnik njihov.
247_01	– "Odakle da nam još on bude vladar kada smo mi preči od njega da vladamo?
247_02	Njemu ni veliko bogatstvo nije dato" – rekoše oni. – "Allah je njega da vlada vama izabrao" – reče on – "i velikim znanjem i snagom tjelesnom ga obdario, a Allah daje vlast kome On hoće. Allah je neizmjerno dobar i On zna sve."
248_00	"Znak njegove vlasti" – reče im vjerovjesnik njihov – "biće kovčeg koji će vam stići i koji će meleki nositi, u kome će biti smirenje za vas od Gospodara vašeg i ostatak onoga što su Musa i Harun ostavili.
248_01	To vam je, zaista, dokaz, ako ste vjernici!"
249_00	I kad Talut vojsku izvede, reče: "Allah će vas staviti na iskušenje kraj jedne rijeke; onaj ko se napije iz nje – nije moj, a
249_01	onaj ko se ne napije, jedino ako šakom zahvati, moj je." I oni se, osim malo njih, napiše iz nje. I kada je pređoše, on
249_02	i oni koji su s njim vjerovali – povikaše: "Mi danas ne možemo izići na kraj sa Džalutom i vojskom njegovom!" Ali oni koji su
249_03	tvrdo vjerovali da će pred Allaha izići rekoše: "Koliko su puta malobrojne čete, Allahovom voljom, nadjačale mnogobrojne čete!" – A Allah je na strani izdržljivih.
250_00	I kad nastupiše prema Džalutu i vojsci njegovoj, oni zamoliše: "Gospodaru naš, nadahni nas izdržljivošću i učvrsti korake naše i pomozi nas protiv naroda koji ne vjeruje!"
251_00	I oni ih, Allahovom voljom, poraziše, i Davud ubi Džaluta, i Allah mu dade i vlast i vjerovjesništvo, i nauči ga onome čemu je On htio.
251_01	A da Allah ne suzbija ljude jedne drugima, na Zemlji bi, doista, nered nastao – ali, Allah je dobar svim svjetovima.
252_00	To su Allahove pouke koje Mi tebi istinito kazujemo. A ti si, zaista, poslanik!
253_00	Neke od tih poslanika odlikovali smo više nego druge.
253_01	S nekima od njih je Allah govorio, a neke je za više stepeni izdigao.
253_02	A Isau, sinu Merjeminu, jasne smo dokaze dali i Džibrilom ga podržali.
253_03	Da je Allah htio, ne bi se međusobno onī poslije njih ubijali, kad su im jasni dokazi već došli, ali oni su se razišli; neki od njih su vjerovali, a neki su poricali. A da je Allah htio, oni se ne bi međusobno ubijali, ali Allah radi ono što On želi.
254_00	O vjernici, udijelite dio od onoga čime vas Mi darujemo, prije nego što dođe Dan kada neće biti ni otkupa, ni prijateljstva, ni posredništva!
254_01	– A nevjernici sami sebi čine nepravdu.
255_00	Allah je – nema boga osim Njega – Živi i Vječni! Ne obuzima Ga ni drijemež ni san!
255_01	Njegovo je ono što je na nebesima i ono što je na Zemlji! Ko se može pred Njim zauzimati za nekoga bez dopuštenja Njegova?!
255_02	On zna šta je bilo i prije njih i šta će biti poslije njih, a od onoga što On zna – drugi znaju samo onoliko koliko On želi. Moć Njegova obuhvaća i nebesa i Zemlju i Njemu ne dojadi održavanje njihovo; On je Svevišnji, Veličanstveni!
256_00	U vjeru nema prisiljavanja – Pravi put se jasno razlikuje od zablude!
256_01	Onaj ko ne vjeruje u šejtana, a vjeruje u Allaha – drži se za najčvršću vezu, koja se neće prekinuti. – A Allah sve čuje i zna.
257_00	Allah je zaštitnik onih koji vjeruju i On ih izvodi iz tmina na svjetlo, a onima koji ne vjeruju – zaštitnici
257_01	su šejtani i oni ih odvode sa svjetla na tmine; oni će biti stanovnici Džehennema, oni će u njemu vječno ostati.
258_00	Zar nisi čuo za onoga koji se sa Ibrahimom o njegovu Gospodaru prepirao, onda kada mu je Allah carstvo dao?
258_01	Kad Ibrahim reče: "Gospodar moj je Onaj koji život i smrt daje" – on odgovori: "Ja dajem život i smrt!" – "Allah čini da Sunce izlazi sa istoka" – reče Ibrahim – "pa učini ti da grane sa zapada!" I nevjernik se zbuni.
258_02	– A Allah silnicima neće ukazati na Pravi put.
259_00	Ili za onoga koji je, prolazeći pored jednog do temelja porušenog grada, povikao: "Kako će Allah oživiti ove što su pomrli?" I Allah učini te on
259_01	umre i tako ostade stotinu godina, a onda ga oživi i zapita: "Koliko si ostao?" – "Dan ili dio dana" – odgovori. "Ne" – reče On
259_02	– "ostao si stotinu godina. Pogledaj jelo svoje i piće svoje – nije se pokvarilo; a pogledaj i magarca svoga – da te učinimo dokazom ljudima
259_03	– a pogledaj i kosti – vidi kako ih sastavljamo, a onda ih mesom oblažemo." I kad njemu bi jasno, on povika: "Ja znam da Allah sve može!"
260_00	A kada Ibrahim reče: "Gospodaru moj, pokaži mi kako mrtve oživljuješ!" – On reče: "Zar ne vjeruješ?" – "Vjerujem" – odgovori
260_01	on – "ali bih da mi se srce smiri." – "Uzmi četiri ptice" – reče On – "i isijeci ih, pa
260_02	pojedine komade njihove stavi na razne brežuljke, zatim ih pozovi, brzo će ti doći. Znaj da je Allah silan i mudar."
261_00	Oni koji imanja svoja troše na Allahovom putu liče na onoga koji posije zrno iz kojeg nikne sedam klasova i u svakom klasu po stotinu zrna.
261_01	– A Allah će onome kome hoće dati i više; Allah je neizmjerno dobar i sve zna.
262_00	One koji troše imetke svoje na Allahovu putu, a onda ono što potroše ne poprate prigovaranjem i uvredama,
262_01	čeka nagrada u Gospodara njihova – ničega se oni neće bojati i ni za čim oni neće tugovati.
263_00	Lijepa riječ i izvinjenje vrjedniji su od milostinje koju prati vrijeđanje. – A Allah nije ni o kome ovisan i blag je.
264_00	O vjernici, ne kvarite svoju milostinju prigovaranjem i uvredama, kao što to čine oni koji troše imetak svoj da bi se ljudima pokazali, a
264_01	ne vjeruju ni u Allaha ni u onaj svijet; oni su slični litici sa oskudnom zemljom kada se na nju sruči pljusak, pa je
264_02	ogoli; oni neće dobiti nikakvu nagradu za ono što su uradili. – A onima koji neće da vjeruju Allah neće ukazati na Pravi put.
265_00	Oni koji troše imetke svoje u želji da steknu naklonost Allahovu i da im to postane navika – liče vrtu na visoravni na koji se izliva obilna kiša, pa daje dvostruk plod; ako ne bude kiše obilne, bude kiše rosulje.
265_01	– A Allah dobro vidi ono što vi radite.
266_00	Kome bi od vas bilo drago da posjeduje bašču punu palmi i vinove loze kroz koju teku rijeke i u kojoj ima svakojakih plodova, a da je ostario i da ima nejaku djecu, a da onda naiđe vatrena oluja preko nje i ona izgori?
266_01	– Tako vam Allah objašnjava dokaze da biste razmislili.
267_00	O vjernici, udjeljujte od lijepih stvari koje stječete i od onoga što vam Mi iz zemlje dajemo, ne izdvajajte ono što ne vrijedi da biste to udijelili – kada ni vi sami ne biste to primili, osim zatvorenih očiju.
267_01	I znajte da Allah nije ni o kome ovisan i da je hvale dostojan.
268_00	Šejtan vas plaši neimaštinom i navraća vas da budete škrti, a Allah vam obećava oprost i nagradu Svoju; Allah je neizmjerno dobar i zna sve,
269_00	On daruje znanje onome kome On hoće, a onaj kome je znanje darovano – darovan je blagom neizmjernim. A shvatiti mogu samo oni koji su razumom obdareni.
270_00	Za sve što potrošite i što zavjetujete – Allah, sigurno, za to zna! – A nevaljalima neće niko moći pomoći.
271_00	Lijepo je kada javno dajete milostinju, ali je za vas bolje da je dajete siromasima kad niko ne vidi, i On će preći preko nekih vaših hrđavih postupaka.
271_01	– A Allah dobro zna ono što radite.
272_00	Ti nisi dužan da ih na Pravi put izvedeš, Allah izvodi na Pravi put onoga koga On hoće.
