001_00	Alef, Lam, Mim.
164_02	disseminou toda aespécie animal; na mudança dos ventos; nas nuvens submetidas entre o céus e a terra, (nisso tudo) há sinais para os sensatos.
165_00	Entre os humanos há aqueles que adotam, em vez de Deus, rivais (a Ele) aos quais professam igual amor que a Ele; masos fiéis só amam fervorosamente a Deus.
165_01	Ah, se os iníquos pudessem ver (a situação em que estarão) quando virem o castigo (que os espera!), concluirão que o poder pertence a Deus e Ele é Severíssimo no castigo.
166_00	Então, os chefes negarão os seus prosélitos, virão o tormento e romper-se-ão os vínculos que os uniam.
167_00	E os prosélitos dirão: Ah, se pudéssemos voltar (à terra), repudiá-los-íamos como eles nos repudiaram!
167_01	Assim Deuslhes demostrará que suas ações são a causa de seus lamentos, e jamais se salvarão do fogo infernal.
168_00	Ó humanos, desfrutai de todo o lícito e do que a terra contém de salutar e não sigais os passos de Satanás, porque évosso inimigo declarado.
169_00	Ele só vos induz ao mal e à obscenidade e a que digais de Deus o que ignorais.
170_00	Quando lhes é dito: Segui o que Deus revelou! Dizem: Qual!
170_01	Só seguimos as pegadas dos nossos pais! Segui-las-iamainda que seus pais fossem destituídos de compreensão e orientação?
171_00	O exemplo de quem exorta os incrédulos é semelhante ao daquele que chama as bestas, as quais não ouvem senão gritose vozerios. São surdos, mudos, cegos, porque são insensatos.
172_00	Ó fiéis, desfrutai de todo o bem com que vos agraciamos e agradecei a Deus, se só a Ele adorais.
173_00	Ele só vos vedou a carniça, o sangue, a carne de suíno e tudo o que for sacrificado sob invocação de outro nome quenão seja de Deus.
173_01	Porém, quem, sem intenção nem abuso, for impelido a isso, não será recriminado, porque Deus éIndulgente, Misericordiosíssimo.
174_00	Aqueles que ocultam o que Deus revelou no Livro, e o negociam a vil preço, não saciarão suas entranhas senão comfogo infernal.
174_01	Deus não lhes falará no Dia da Ressurreição nem dos purificará, e sofrerão um doloroso castigo.
175_00	São aqueles que trocam a Orientação pelo extravio, e o perdão pelo castigo. Que resistência haverão de ter suportar ofogo infernal!
176_00	Isso, porque Deus revelou o Livro com a verdade e aqueles que disputaram sobre ele incorreram em profundo cisma.
177_00	A virtude não consiste só em que orientais vossos rostos até ao levante ou ao poente. A verdadeira
177_01	virtude é a de quemcrê em Deus, no Dia do Juízo Final, nos anjos, no Livro e nos
177_02	profetas; de quem distribuiu seus bens em caridade por amor aDeus, entre parentes, órfãos, necessitados, viajantes, mendigos e
177_03	em resgate de cativos (escravos). Aqueles que observam aoração, pagam o zakat, cumprem os compromissos contraídos, são pacientes
177_04	na miséria e na adversidade, ou durante oscombates, esses são os verazes, e esses são os tementes (a Deus).
178_00	Ó fiéis, está-vos preceituado o talião para o homicídio: livre por livre, escravo por escravo, mulher por mulher.
178_01	Mas, se o irmão do morto perdoar o assassino, devereis indenizá-lo espontânea e voluntariamente.
178_02	Isso é uma mitigação emisericórdia de vosso Senhor. Mas quem vingar-se, depois disso, sofrerá um doloroso castigo.
179_00	Tendes, no talião, a segurança da vida, ó sensatos, para que vos refreeis.
180_00	Está-vos prescrito que quando a morte se apresentar a algum de vós, se deixar bens, que faça testamento eqüitativo emfavor de seus pais e parentes; este é um dever dos que temem a Deus.
181_00	E aqueles que o alterarem, depois de o haverem ouvido, estarão cometendo (grave) delito. Sabeis que Deus éOnipotente, Sapientíssimo.
182_00	Mas quem, suspeitando parcialmente ou injustiça da parte do testador, emendar o testamento para reconciliar as partes, não será recriminado porque Deus é Indulgente, Misericordiosíssimo.
183_00	Ó fiéis, está-vos prescrito o jejum, tal como foi prescrito a vossos antepassados, para que temais a Deus.
184_00	Jejuareis determinados dias; porém, quem de vós não cumprir jejum, por achar-se enfermo ou em viagem, jejuará, depois, o mesmo número de dias.
184_01	Mas quem, só à custa de muito sacrifício, consegue cumpri-lo, vier a quebrá-lo, redimir-se-á, alimentando um necessitado; porém, quem se empenhar em fazer além do que for obrigatório, será melhor. Mas, se jejuardes, será preferível para vós, se quereis sabê-lo.
185_00	O mês de Ramadan foi o mês em que foi revelado o Alcorão, orientação para a humanidade e vidência de orientação eDiscernimento.
185_01	Por conseguinte, quem de vós presenciar o novilúnio deste mês deverá jejuar; porém, quem se achar enfermoou em viagem jejuará, depois, o mesmo número de dias.
185_02	Deus vos deseja a comodidade e não a dificuldade, mas cumpri onúmero (de dias), e glorificai a Deus por ter-vos orientado, a fim de que (Lhe) agradeçais.
186_00	Quando Meus servos te perguntarem de Mim, dize-lhes que estou próximo e ouvirei o rogo do suplicante quando a Mimse dirigir. Que atendam o Meu apelo e que creiam em Mim, a fim de que se encaminhem.
187_00	Está-vos permitido, nas noites de jejum, acercar-vos de vossas mulheres, porque elas são vossas vestimentas e vós osois delas.
187_01	Deus sabe o que vós fazíeis secretamente; porém, absorveu-vos e vos indultou.
187_02	Acercai-vos agora delas edesfrutai do que Deus vos prescreveu.
187_03	Comei e bebei até à alvorada, quando podereis distinguir o fio branco do fio negro.
187_04	Retornai, então ao, jejum, até ao anoitecer, e não vos acerqueis delas enquanto estiverdes retraídos nas mesquitas. Tais sãoas normas de Deus; não as transgridais de modo algum. Assim Deus ilucida os Seus versículos aos humanos, a fim de que Otemam.
188_00	Não consumais as vossas propriedades em vaidades, nem as useis para subornar os juizes, a fim de vos apropriardesilegalmente, com conhecimento, de algo dos bens alheios.
189_00	Interrogar-te-ão sobre os novilúnios.
189_01	Dize-lhes: Servem para auxiliar o homem no cômputo do tempo e noconhecimento da época da peregrinação. A virtude não consiste em que entreis nas casas pela porta traseira; a verdadeiravirtude é a de quem teme a Deus, para que prospereis.
190_00	Combatei, pela causa de Deus, aqueles que vos combatem; porém, não pratiqueis agressão, porque Deus não estima osagressores.
191_00	Matai-os onde quer se os encontreis e expulsai-os de onde vos expulsaram, porque a perseguição é mais grave do que ohomicídio. Não os combatais nas cercanias da Mesquita Sagrada, a menos que vos ataquem.
191_01	Mas, se ali vos combaterem, matai-os. Tal será o castigo dos incrédulos.
192_00	Porém, se desistirem, sabei que Deus é Indulgente, Misericordiosíssimo.
193_00	E combatei-os até terminar a perseguição e prevalecer a religião de Deus. Porém, se desistirem, não haverá maishostilidades, senão contra os iníquos.
194_00	Se vos atacarem um mês sagrado, combatei-os no mesmo mês, e todas as profanações serão castigadas com a pena detalião.
194_01	A quem vos agredir, rechaçai-o, da mesma forma; porém, temei a Deus e sabei que Ele está com os que O temem.
195_00	Fazei dispêndios pela causa de Deus, sem permitir que as vossas mão contribuam para vossa destruição, e praticai obem, porque Deus aprecia os benfeitores.
196_00	E cumpri a peregrinação e a Umra, a serviço de Deus.
196_01	Porém, se fordes impedidos disso, dedicai uma oferenda do quevos seja possível e não corteis os vossos cabelos até que a oferenda tenha alcançado o lugar destinado ao seu sacrifício.
196_02	Quem de vós se encontrar enfermo, ou sofrer de alguma infecção na cabeça, e a raspar, redimir-se-á mediante o jejum, acaridade ou a oferenda.
196_03	Entretanto, em condição de paz, aquele que realizar a Umra antes da peregrinação, deverá, terminada esta, fazer uma oferenda daquilo que possa.
196_04	E quem não estiver em condições de fazê-lo, deverá jejuar três dias, durante a peregrinação, e sete, depois do seu regresso, totalizando dez dias. Esta penitência é para aquele que não residepróximo ao recinto da Mesquita Sagrada. Temei a Deus e sabei que é Severíssimo no castigo.
197_00	A peregrinação realiza em meses determinados. Quem a empreender, deverá abster-se das relações sexuais, daperversidade e da polémica.
197_01	Tudo o que fizerdes de bom Deus o saberá. Equipai-vos de provisões, mas sabei que a melhorprovisão é a devoção. Temei-Me, pois, ó sensatos.
198_00	Não serei censurados se procurardes a graça do vosso Senhor (durante a peregrinação).
198_01	Quando descerdes do monteArafat, recordai-vos de Deus perante os Monumento Sagrado e recordai-vos de como vos iluminou, ainda quando éreis, antes disso, dos extraviados.
199_00	Descei, também, de onde descem os demais, e implorai perdão de Deus, porque é Indulgente, Misericordiosíssimo.
200_00	Quando celebrardes os vossos ritos, recordai-vos de Deus como vos recordar dos vosso pais, ou com mais fervor.
200_01	Entre os humanos há aqueles que dizem: "Ó Senhor nosso, concede-nos o nosso bem-estar terreno!" Porém,, não participarãoda ventura da outra vida.
201_00	Outros dizem: "Ó Senhor nosso, concede-nos a graça deste mundo e do futuro, e preserva-nos do tormento infernal!"
202_00	Estes, sim, lograrão a porção que tiverem merecido, porque Deus é Destro em ajustar contas.
203_00	Recordai-vos de Deus em dias contados.
203_01	Mas, quem se apressar em (deixar o local) após dois dias, não serárecriminado; tampouco pecará aquele que se atrasar, se for temente a Deus. Temei a Deus, pois, e sabei que sereis reunidosperante Ele.
204_00	Entre os homens há aquele que, falando da vida terrena, te encanta, invocando Deus por Testemunha de tudo quantoencerra o seu coração embora seja o mais encarniçado dos inimigos (d'Ele).
205_00	E quando se retira, eis que a sua intenção é percorrer a terra para causar a corrupção, devastar as semeaduras e o gado, mesmo sabendo que a Deus desgosta a corrupção.
206_00	Quando lhe é dito que tema a Deus, apossa-se dele a soberbia, induzindo-o ao pecado. Mas o inferno ser-lhe-ásuficiente castigo. Que funesta morada!
207_00	Entre os homens há também aquele que se sacrifica para obter a complacência de Deus, porque Deus é Compassivopara com os servos.
208_00	Ó fiéis, abraçai o Islam na sua totalidade e não sigais os passos de Satanás, porque é vosso inimigo declarado.
209_00	Porém se tropeçardes, depois de vos terem chegado as evidências, sabei que Deus é Poderoso, Prudentíssimo.
210_00	Aguardam eles que lhes venha o Próprio Deus, na sombra dos cirros, juntamente com os anjos e, assim, tudo estejaterminado? Sabei que todo retornará a Deus.
211_00	Pergunta aos israelitas quantos sinais evidentes lhes temos mostrado. Mas quem deturpa conscientemente as mercês deDeus, depois de lhas terem chegado, saiba que Deus é Severíssimo no castigo.
212_00	Foi abrilhantada a vida terrena aos incrédulos e, por isso, zombam dos fiéis; porém,
212_01	os tementes prevalecerão sobreeles no Dia da Ressurreição, porque Deus agracia imensuravelmente quem Lhe apraz.
213_00	No princípio os povos constituíam uma só nação. Então, Deus enviou os profetas como alvissareiros e admoestadores
213_01	eenviou, por eles, o Livro, com a verdade, para dirimir as divergências a seu respeito, depois de
213_02	lhes terem chegado asevidências, por egoística contumácia. Porém, Deus, com a Sua graça, orientou os fiéis para
213_03	a verdade quanto àquilo que écausa das suas divergências; Deus encaminha quem Lhe apraz à senda reta.
214_00	Pretendeis, acaso, entrar no Paraíso, sem antes terdes de passar pelo que passaram os vossos antecessores?
214_01	Açoitaram-nos a miséria e a adversidade, que os abalaram profundamente, até que, mesmo o Mensageiro e os fiéis, que comele estavam, disseram: Quando chegará o socorro de Deus? Acaso o socorro de Deus não está próximo?
215_00	Perguntam-te que parte devem gastar (em caridade).
215_01	Dize-lhes: Toda a caridade que fizerdes, deve ser para os pais, parentes, órfãos, necessitados e viajantes (desamparados). E sabei que todo o bem que fizerdes, Deus dele tomaráconsciência.
216_00	Está-vos prescrita a luta (pela causa de Deus), embora o repudieis.
216_01	É possível que repudieis algo que seja um bem paravós e, quiçá, gosteis de algo que vos seja prejudicial; todavia, Deus sabe todo o bem que fizerdes, Deus dele tomaráconsciência.
217_00	Quando te perguntarem se é lícito combater no mês sagrado, dize-lhes: A luta durante este mês é um grave pecado;
217_01	porém, desviar os fiéis da senda de Deus, negá-Lo, privar os demais da Mesquita Sagrada e expulsar dela (Makka) os
217_02	seushabitantes é mais grave ainda, aos olhos de Deus, porque a perseguição é pior do que o homicídio. Os incrédulos,
217_03	enquantopuderem, não cessarão de vos combater, até vos fazerem renunciar à vossa religião; porém, aqueles dentre vós querenegarem a sua
217_04	fé e morrerem incrédulos tornarão as suas obras sem efeito, neste mundo e no outro, e serão condenados aoinferno, onde permanecerão eternamente.
218_00	Aqueles que creram, migraram e combateram pela causa de Deus poderão esperar de Deus a misericórdia, porque Deusé Indulgente, Misericordiosíssimo.
219_00	Interrogam-te a respeito da bebida inebriante e do jogo de azar; dize-lhes: Em ambos há benefícios e malefícios para ohomem; porém, os seus malefícios são maiores do que os seus benefícios. Perguntam-te o que devem gastar (em caridade).
219_01	Dize-lhes: Gastai o que sobrar das vossas necessidades. Assim Deus vos elucida os Seus versículos, a fim de que mediteis,
220_00	Nesta vida e na outra. Consultar-te-ão a respeito dos órfãos; dize-lhes: Fazer-lhes o bem é o melhor.
220_01	E se misturardesvossos assuntos com os deles, serão vossos irmãos; sabei que Deus distingue o corrupto do benfeitor. Porém, se Deusquisesse, Ter-vos-ia afligido, porque é Poderoso, Prudentíssimo.
221_00	Não desposareis as idólatras até que elas se convertam, porque uma escrava fiel é preferível a uma idólatra, ainda queesta vos apraza.
221_01	Tampouco consintais no matrimônio das vossas filhas com os idólatras, até que estes se tenham convertido, porque um escravo fiel é preferível a um livre idólatra, ainda que este vos apraza.
221_02	Eles arrastam-vos para o fogo infernal; em troca, Deus, com Sua benevolência, convoca-vos ao Paraíso e ao perdão e elucida os Seus versículos aos humanos, paraque Dele recordem.
222_00	Consultar-te-ão acerca da menstruação; dize-lhes: É uma impureza.
222_01	Abstende-vos, pois, das mulheres durante amenstruação e não vos acerqueis delas até que se purifiquem; quando estiverem purificadas, aproximai-vos então delas, como Deus vos tem disposto, porque Ele estima os que arrependem e cuidam da purificação.
223_00	Vossas mulheres são vossas semeaduras.
223_01	Desfrutai, pois, da vossa semeadura, como vos apraz; porém, praticai boasobras antecipadamente, temei a Deus e sabei que compareceis perante Ele. E tu (ó Mensageiro), anuncia aos fiéis (abem-aventurança).
224_00	Não tomeis (o nome de) Deus como desculpa, em vosso juramento, para não serdes benevolentes, devotos ereconciliardes os homens, porque Deus é Oniouvinte, Sapientíssimo.
225_00	Deus não vos recriminará por vossos juramentos involuntários; porém, responsabilizar-vos-á pelas intenções dosvossos corações. Sabei que Deus é Tolerante, Indulgentíssimo.
226_00	Aqueles que juram abster-se das suas mulheres deverão aguardar um prazo de quatro meses. Porém, se então voltarem aelas, saibam que Deus é Indulgente, Misericordiosíssimo.
227_00	Mas se revolverem divorciar-se, saibam que Deus é Oniouvinte, Sapientíssimo.
228_00	As divorciadas aguardarão três menstruação e, se crêem em Deus e no Dia do
228_01	Juízo Final, não deverão ocultar o queDeus criou em suas entranhas. E seus esposos
228_02	têm mais direito de as readmitir, se desejarem a reconciliação, porque elastem direitos equivalentes
228_03	aos seus deveres, embora os homens tenham um grau sobre elas, porquanto Deus é Poderoso, Prudentíssimo.
229_00	O divórcio revogável só poderá ser efetuado duas vezes.
229_01	Depois, tereis de conservá-las convosco dignamente ouseparar-vos com benevolência.
229_02	Está-vos vedado tirar-lhes algo de tudo quanto lhes haveis dotado, a menos que ambostemam contrariar as leis de Deus.
229_03	Se temerdes (vós juizes) que ambos as contrariem, não serão recriminados, se ela der algopela vossa liberdade. Tais são os limites de Deus, não os ultrapasseis, pois; aqueles que os ultrapassarem serão iníquos.
230_00	Porém, se ele se divorciar irrevogavelmente dela, não lhe será permitido tomá-la de novo por esposa legal até que setenha casado com outro e também se tenha divorciado deste; não serão censurados se se reconciliarem, desde que sintam quepoderão observar as leis de Deus.
230_01	Tais são os limites de Deus, que Ele elucida para os sensatos.
231_00	Quando vos divorciardes das mulheres, ao terem elas cumprido o seu período prefixado, tomai-as de voltaeqüitativamente, ou liberta-as eqüitativamente.
231_01	Não as tomeis de volta com o intuito de injuriá-las injustamente, porquequem tal fizer condenar-se-á.
231_02	Não zombeis dos versículos de Deus e recordai-vos das Suas mercês para convosco e dequanto vos revelou no Livro, com sabedoria, mediante o qual vos exorta.
231_03	Temei a Deus e sabei que Deus é Onisciente.
232_00	Se vos divorciardes das mulheres, ao terem elas cumprido o seu período prefixado, não as impeçais de renovar a uniãocom os seus antigos maridos, se ambos se reconciliarem voluntariamente.
232_01	Com isso se exorta a quem dentre vós crê em Deuse no Dia do Juízo Final. Isso é mais puro e mais virtuoso para vós, porque Deus sabe e vós ignorais.
233_00	As mães (divorciadas) amamentarão os seus filhos durante dois anos inteiros, aos quais desejarem completar alactação, devendo o pai mantê-las e vesti-las eqüitativamente.
233_01	Ninguém é obrigado a fazer mais do que está ao seu alcance.
233_02	Nenhuma mãe será prejudicada por causa do seu filho, nem tampouco o pai, pelo seu.
233_03	O herdeiro do pai tem as mesmasobrigações; porém, se ambos, de comum acordo e consulta mútua, desejarem a desmama antes do prazo estabelecido, sãoserão recriminados.
233_04	Se preferirdes tomar uma ama para os vossos filhos, não sereis recriminados, sempre que pagueis, estritamente, o que tiverdes prometido. Temei a Deus e sabe que Ele vê tudo quanto fazeis.
234_00	Quanto àqueles, dentre vós, que falecerem e deixarem viúvas, estas deverão aguardar quatro meses e dez dias.
234_01	Aocumprirem o período prefixado, não sereis responsáveis por tudo quanto fizerem honestamente das suas pessoas, porqueDeus está bem inteirado de tudo quanto fazeis.
235_00	Tampouco sereis censurados se fizerdes alusão a uma proposta de casamento e estas mulheres, ou pensardes
235_01	emfazê-lo. Deus bem sabe que vos importais com elas; porém, não vos declareis a elas indecorosamente;
235_02	fazei-o em termoshonestos e não decidais sobre o contrato matrimonial até que haja transcorrido o período
235_03	prescrito; sabei que Deus conhecetudo quanto ensejais. Temei-O, pois, e sabeis que Ele é Tolerante, Indulgentíssimo.
236_00	Não sereis recriminados se vos divorciardes das vossas mulheres antes de as haverdes tocado ou fixado o dote; porém, concedei-lhes
236_01	um presente; rico, segundo as suas posses, e o pobre, segundo as suas, porque conceder esse presente éobrigação dos benfeitores.
237_00	E se vos divorciardes delas antes de as haverdes tocado, tendo fixado o dote, corresponder-lhes-á a metade do que lhestiverdes
237_01	fixado, a menos que, ou elas abram mão (disso), ou faça quem tiver o contrato matrimonial em seu poder. Sabei
237_02	queo perdão está mais próximo da virtude e não esqueçais da liberalidade entre vós, porque Deus bem vê tudo quanto fazeis.
238_00	Observai as orações, especialmente as intermediárias, e consagrai-vos fervorosamente a Deus.
239_00	Se estiverdes em perigo, orai andando ou cavalgando; porém, quando estiverdes seguros, invocai Deus, tal como Elevos ensinou o que não sabíeis.
240_00	Quanto àqueles, dentre vós, que faleceram e deixarem viúvas, a elas deixarão um legado para o seu sustento durante umano, sem que sejam forçadas a abandonar suas casas.
240_01	Porém, se elas voluntariamente as abandonarem, não sereisresponsáveis pelo que fizerem, moderadamente, de si mesmas, porque Deus é Poderoso, Prudentíssimo.
241_00	Proporcionar o necessário às divorciadas (para sua manutenção) é um dever dos tementes.
242_00	Assim Deus vos elucida os Seus versículos para que raciocineis.
243_00	Não reparastes naqueles que, aos milhares, fugiram das suas casas por temor à morte?
243_01	Deus lhes disse: Morrei! Depoisos ressuscitou, porque é Agraciante para com os humanos; contudo a maioria não Lhe agradece.
244_00	Combatei pela causa de Deus e sabei que Ele é Oniouvinte, Sapientíssimo.
245_00	Quem estaria disposto a emprestar a Deus, espontaneamente, para que Ele se multiplique infinitamente? Deus restringeou prodigaliza a Sua graça, e a Ele retornareis.
246_00	Não reparastes (ó Mohammad) nos líderes dos israelitas que, depois da morte de Moisés, disseram ao seu profeta: Designa-nos um rei, para combatermos pela causa de Deus.
246_01	E ele perguntou: Seria possível que não combatêsseis quandovos fosse imposta a luta?
246_02	Disseram: E que escusa teríamos para não combater pela causa de Deus, já que fomos expulsosdos nossos lares e afastados dos nossos filhos?
246_03	Porém, quando lhes foi ordenado o combate, quase todos o recusaram, menos uns poucos deles. Deus bem conhece os iníquos.
247_00	Então, seu profeta lhes disse: Deus vos designou Talut por rei.
247_01	Disseram: Como poderá ele impor a sua autoridadesobre nós, uma vez que temos mais direto do que ele à autoridade, e já que ele nem sequer foi agraciado com bastantesriquezas?
247_02	Disse-lhes: É certo que Deus o elegeu sobre vós, concedendo-lhe superioridade física e moral. Deus concede aSua autoridade a que Lhe apraz, e é Magnificente, Sapientíssimo.
248_00	E o seu profeta voltou a dizer: O sinal da sua autoridade consistirá em que vos chegará a Arca da Aliança, conduzidapor anjos, contendo a paz do vosso Senhor e algumas relíquias, legadas pela família de Moisés e de Aarão.
248_01	Nisso terei umsinal, se sois fiéis.
249_00	Quando Saul partiu com o seu exército, disse: É certo que Deus vos provará, por meio de um rio.
249_01	Sabei que quem nelese saciar não será dos meus; sê-lo-á quem não tomar de suas águas mais do que couber na concavidade da sua mão.
249_02	Quasetodos se saciaram, menos uns tantos.
249_03	Quando ele e os fiéis atravessaram o rio, (alguns) disseram: Hoje não podemos comGolias e com seu exército. Porém, aqueles que creram que deveriam encontrar Deus disseram: Quantas vezes um pequenogrupo venceu outro mais numeroso, pela vontade de Deus, porquanto Deus está com os perseverantes!
250_00	E quanto se defrontaram com Golias e com o seu exército, disseram: Ó Senhor nosso, infunde-nos constância, firma osnossos passos e concede-nos a vitória sobre o povo incrédulo!
251_00	E com a vontade de Deus os derrotaram; Davi matou Golias e Deus lhe outorgou o poder e a sabedoria e lhe ensinoutudo quanto Lhe aprouve.
251_01	Se Deus não contivesse aos seres humanos, uns, em relação aos outros, a terra se corromperia; porém, Ele é Agraciante para com a (Está incompleto no Alcorão)
252_00	Tais são os versículos de Deus que realmente te ditamos, porque és um dos mensageiros.
253_00	De tais mensageiros preferimos uns aos outros.
253_01	Entre eles, se encontram aqueles a quem Deus falou, e aqueles queelevou em dignidade.
253_02	E concedemos a Jesus, filho de Maria, as evidências, e o fortalecemos com o Espírito da Santidade.
253_03	Se Deus quisesse, aqueles que os sucederam não teriam combatido entre si, depois de lhes terem chegado as evidências. Mas discordaram entre si; uns acreditaram e outros negaram. Se Deus quisesse, não teriam digladiado; porém, Deus dispõecomo quer.
254_00	Ó fiéis, fazei caridade com aquilo com que vos agraciamos, antes que chegue o dia em que não haverá barganha, amizade, nem intercessão.
254_01	Sabei que os incrédulos são iníquos.
255_00	Deus!
255_01	Não há mais divindade além d'Ele, Vivente, Subsistente, a Quem jamais alcança a inatividade ou o sono; d'Ele étudo quanto existe nos céus e na terra.
255_02	Quem poderá interceder junto a Ele, sem a Sua anuência? Ele conhece tanto o passadocomo o futuro, e eles (humanos) nada conhecem a Sua ciência, senão o que Ele permite. O Seu Trono abrange os céus e aterra, cuja preservação não O abate, porque é o Ingente, o Altíssimo.
256_00	Não há imposição quanto à religião, porque já se destacou a verdade do erro.
256_01	Quem renegar o sedutor e crer em Deus, Ter-se-á apegado a um firme e inquebrantável sustentáculo, porque Deus é Oniouvinte, Sapientíssimo.
257_00	Deus é o Protetor dos fiéis; é Quem os retira das trevas e os transportam para a luz; ao contrário, os
257_01	incrédulos, cujosprotetores são os sedutores, para que os arrastam da luz, levando-os para as trevas, serão condenados ao inferno ondepermanecerão eternamente.
258_00	Não reparaste naquele que disputava com Abraão acerca de seu Senhor, por lhe haver Deus concedido o poder?
258_01	Quando Abraão lhe disse: Meu Senhor é Quem dá a vida e a morte!
258_02	retrucou: Eu também dou a vida e a morte. Abraão disse: Deus faz sair o sol do Oriente, faze-o tu sair do Ocidente. Então o incrédulo ficou confundido, porque Deus não ilumina osiníquos.
259_00	Tampouco reparastes naquele que passou por uma cidade em ruínas e conjecturou: Como poderá Deus ressuscitá-ladepois de sua morte? Deus o manteve morto durante cem anos; depois o ressuscitou e lhe perguntou: Quanto tempopermaneceste assim?
259_01	Respondeu: Permaneci um dia ou parte dele. Disse-lhe: Qual!
259_02	Permaneceste cem anos. Observa a tuacomida e a tua bebida; constata que ainda não se deterioraram.
259_03	Agora observa teu asno (não resta dele mais do que aossada); isto é para fazer de ti um exemplo para os humanos. Observa como dispomos os seus ossos e em seguida osrevestimos de carne. Diante da evidência, exclamou: Reconheço que Deus é Onipotente!
260_00	E de quando Abraão implorou: Ó Senhor meu, mostra-me como ressuscitas os mortos; disse-lhe Deus: Acaso, aindanão crês?
260_01	Afirmou: Sim, porém, faze-o, para a tranqüilidade do meu coração.
260_02	Disse-lhe: Toma quatro pássaros, treina-ospara que voltem a ti, e coloca uma parte deles sobre cada montanha; chama-os, em seguida, que virão, velozmente, até ti; esabe que Deus é Poderoso, Prudentíssimo.
261_00	O exemplo daqueles que gastam os seus bens pela causa de Deus é como o de um grão que produz sete espigas, contendo cada espiga cem grãos.
261_01	Deus multiplica mais ainda a quem Lhe apraz, porque é Munificente, Sapientíssimo.
262_00	Aqueles que gastam os bens pela causa de Deus, sem acompanhar a sua caridade com exprobação ou
262_01	agravos, terão asua recompensa ao lado do Senhor e não serão presas do temor, nem se atribularão.
263_00	Uma palavra cordial e uma indulgência são preferíveis à caridade seguida de agravos, porque Deus é, por Si, Tolerante, Opulentíssimo.
264_00	Ó fiéis, não desmereçais as vossas caridades com exprobação ou agravos como aquele que gasta os seus bens, porostentação, diante das pessoas que não crê em Deus, nem no Dia do Juízo Final.
264_01	O seu exemplo é semelhante ao de umarocha coberta por terra que, ao ser atingida por um aguaceiro, fica a descoberto.
264_02	Em nada se beneficiará, de tudo quantofizer, porque Deus não ilumina os incrédulos.
265_00	Por outra, o exemplo de quem gasta os seus bens espontaneamente, aspirando à complacência de Deus para fortalecer asua alma, é como um pomar em uma colina que, ao cair a chuva, tem os seus frutos duplicados; quando a chuva não o atinge, basta-lhe o orvalho.
265_01	E Deus bem vê tudo quanto fazeis.
266_00	Desejaria algum de vós, possuindo um pomar cheio de tamareiras e videiras, abaixo das quais corressem os rios, emque houvesse toda espécie de frutos, e surpreendesse a velhice com filhos de tenra idade, que o açoitasse e consumisse umfuracão ignífero?
266_01	Assim Deus elucida os versículos, a fim de que mediteis.
267_00	Ó fiéis, contribuí com o que de melhor tiverdes adquirido, assim como com o que vos temos feito brotar da terra, e nãoescolhais o pior para fazerdes caridade, sendo que vós não aceitaríeis para vós mesmos, a não ser com os olhos fechados.
267_01	Sabei que Deus é, por Si, Opulento, Laudabilíssimo.
268_00	Satanás vos atemoriza com a miséria e vos induz à obscenidade; por outro lado, Deus vos promete a Sua indulgência ea Sua graça, porque é Munificente, Sapientíssimo.
269_00	Ele concede sabedoria a quem Lhe apraz, e todo aquele que for agraciado com ela, sem dúvida terá logrado um imensobem; porém, salvo os sensatos, ninguém o compreende.
270_00	De cada caridade que dispensais e de cada promessa que fazeis, Deus o sabe; sabei que os iníquos jamais terãoprotetores.
271_00	Se fizerdes caridade abertamente, quão louvável será!
271_01	Porém, se a fizerdes, dando aos pobres dissimuladamente, serápreferível para vós, e isso vos absolverá de alguns dos vossos pecados, porque Deus está inteirado de tudo quanto fazeis.
272_00	A ti (ó Mensageiro) não cabe guiá-los; porém, Deus guia a quem Lhe apraz.
272_01	Toda a caridade que fizerdes será emvosso próprio benefício, e não pratiqueis boas ações senão com a aspiração de agradardes a Deus. Sabei que toda caridadeque fizerdes vos será recompensada com vantagem, e não sereis injustiçados.
273_00	(Concedei-a) aos que empobrecerem empenhados na causa de Deus, que não podem se dar a negócios na terra, e que oignorante não os crê necessitados, porque são reservados.
273_01	Tu os reconhecerás por seus aspectos, porque não mendigamimpertinentemente. De toda a caridade que fizerdes Deus saberá.
274_00	Aqueles que gastam dos seus bens, tanto de dia como à noite, quer secreta, quer abertamente, obterão a sua recompensano Senhor e não serão presas do temor, nem se atribularão.
275_00	Os que praticam a usura só serão ressuscitados como aquele que foi perturbado por Satanás; isso, porque disseram quea usura é o mesmo que o comércio; no entanto, Deus consente o comércio e veda a usura.
275_01	Mas, quem tiver recebido umaexortação do seu Senhor e se abstiver, será absolvido pelo passado, e seu julgamento só caberá a Deus.
275_02	Por outro lado, aqueles que reincidirem, serão condenados ao inferno, onde permanecerão eternamente.
276_00	Deus abomina a usura e multiplica a recompensa aos caritativos; Ele não aprecia nenhum incrédulo, pecador.
277_00	Os fiéis que praticarem o bem, observarem a oração e pagarem o zakat,
277_01	terão a sua recompensa no Senhor e não serãopresas do temor, nem se atribularão.
278_00	Ó fiéis, temei a Deus e abandonai o que ainda vos resta da usura, se sois crentes!
279_00	Mas, se tal acatardes, esperai a hostilidade de Deus e do Seu Mensageiro; porém, se vos arrependerdes, reavereisapenas o vosso capital. Não defraudeis e não sereis defraudados.
