001_00	Алиф. Лам. Мим.
167_01	Таким же образом Аллах покажет им их деяния, чтобы это опечалило их. Они никогда не выйдут из Огня.
168_00	О люди! Вкушайте на земле то, что дозволено и чисто, и не следуйте по стопам дьявола. Воистину, он для вас - явный враг.
169_00	Воистину, он велит вам творить зло и мерзость и наговаривать на Аллаха то, чего вы не знаете.
170_00	Когда им говорят: «Следуйте тому, что ниспослал Аллах», - они отвечают: «Нет!
170_01	Мы будем следовать тому, на чем застали наших отцов». А если их отцы ничего не разумели и не следовали прямым путем?
171_00	Неверующие подобны скотине, на которую прикрикивает пастух, тогда как она не слышит ничего, кроме зова и крика. Они глухи, немы и слепы. Они ничего не разумеют.
172_00	О те, которые уверовали! Вкушайте дозволенные блага, которыми Мы наделили вас, и будьте благодарны Аллаху, если только вы поклоняетесь Ему.
173_00	Он запретил вам мертвечину, кровь, мясо свиньи и то, что принесено в жертву не ради Аллаха.
173_01	Если же кто-либо вынужден пойти на это, не домогаясь запретного, не проявляя ослушания и не преступая пределы необходимого, то нет на нем греха. Воистину, Аллах - Прощающий, Милосердный.
174_00	Воистину, те, которые скрывают ниспосланное Аллахом в Писании и покупают за это малую цену, наполняют свои животы огнем.
174_01	Аллах не станет говорить с ними в День воскресения и не очистит их. Им уготованы мучительные страдания.
175_00	Они купили заблуждение за верное руководство и мучения - за прощение. Насколько же они готовы терпеть Огонь!
176_00	Это потому, что Аллах ниспослал Писание с истиной. А те, которые спорят относительно Писания, находятся в полном разладе с истиной.
177_00	Благочестие состоит не в том, чтобы вы обращали ваши лица на восток и запад. Но
177_01	благочестив тот, кто уверовал в Аллаха, в Последний день, в ангелов, в Писание, в пророков,
177_02	кто раздавал имущество, несмотря на свою любовь к нему, родственникам, сиротам, бедным, путникам и просящим,
177_03	расходовал его на освобождение рабов, совершал намаз, выплачивал закят, соблюдал договора после их заключения, проявлял
177_04	терпение в нужде, при болезни и во время сражения. Таковы те, которые правдивы. Таковы богобоязненные.
178_00	О те, которые уверовали!
178_01	Вам предписано возмездие за убитых: свободный - за свободного, раб - за раба, женщина - за женщину.
178_02	Если же убийца прощен своим братом, то следует поступить по справедливости и уплатить ему выкуп надлежащим образом. Таково облегчение от вашего Господа и милость. А кто преступит границы дозволенного после этого, того постигнут мучительные страдания.
179_00	Возмездие спасает вам жизнь, о обладатели разума! Быть может, вы будете богобоязненны.
180_00	Когда смерть приближается к кому-либо из вас, и он оставляет после себя добро, то ему предписано оставить завещание родителям и ближайшим родственникам на разумных условиях. Такова обязанность богобоязненных.
181_00	Если же кто-либо изменит завещание после того, как он выслушал его, то вина ложится только на тех, кто его изменил. Воистину, Аллах - Слышащий, Знающий.
182_00	Если же кто-либо опасается, что завещатель поступит несправедливо или совершит грех, и установит мир между сторонами, то на нем не будет греха. Воистину, Аллах - Прощающий, Милосердный.
183_00	О те, которые уверовали! Вам предписан пост, подобно тому, как он был предписан вашим предшественникам, - быть может, вы устрашитесь.
184_00	Поститься следует считанное количество дней. А если кто из вас болен или находится в пути, то пусть постится столько же дней в другое время.
184_01	А тем, которые способны поститься с трудом, следует в искупление накормить бедняка. А если кто добровольно совершает доброе дело, то тем лучше для него. Но вам лучше поститься, если бы вы только знали!
185_00	В месяц рамадан был ниспослан Коран - верное руководство для людей, ясные доказательства из верного руководства и различение. Тот из вас, кого застанет этот месяц, должен поститься.
185_01	А если кто болен или находится в пути, то пусть постится столько же дней в другое время. Аллах желает вам облегчения и не желает вам затруднения.
185_02	Он желает, чтобы вы довели до конца определенное число дней и возвеличили Аллаха за то, что Он наставил вас на прямой путь. Быть может, вы будете благодарны.
186_00	Если Мои рабы спросят тебя обо Мне, то ведь Я близок и отвечаю на зов молящегося, когда он взывает ко Мне. Пусть же они отвечают Мне и веруют в Меня, - быть может, они последуют верным путем.
187_00	Вам дозволено вступать в близость с вашими женами в ночь поста.
187_01	Ваши жены - одеяние для вас, а вы - одеяние для них.
187_02	Аллах знает, что вы предаете самих себя (ослушаетесь Аллаха и вступаете в половую близость с женами по ночам во время поста в рамадане), и поэтому Он принял ваши покаяния и простил вас.
187_03	Отныне вступайте с ними в близость и стремитесь к тому, что предписал вам Аллах.
187_04	Ешьте и пейте, пока вы не сможете отличить белую нитку рассвета от черной, а затем поститесь до ночи. Не вступайте с ними в близость, когда вы пребываете в мечетях. Таковы ограничения Аллаха, не приближайтесь к ним. Так Аллах разъясняет Свои знамения людям, - быть может, они устрашатся.
188_00	Не пожирайте незаконно между собой своего имущества и не подкупайте судей, чтобы пожирать часть имущества людей, сознательно совершая грех.
189_00	Они спрашивают тебя о новолуниях. Скажи: «Они определяют промежутки времени для людей и хаджа.
189_01	Благочестие не в том, чтобы вы входили в дома с их задней стороны. Но благочестив тот, кто богобоязнен. Входите в дома через двери и бойтесь Аллаха, - быть может, вы окажетесь преуспевшими.
190_00	Сражайтесь на пути Аллаха с теми, кто сражается против вас, но не преступайте границы дозволенного. Воистину, Аллах не любит преступников.
191_00	Убивайте их (многобожников), где бы вы их ни встретили, и изгоняйте их оттуда, откуда они вас изгнали. Искушение хуже, чем убийство.
191_01	Но не сражайтесь с ними у Заповедной мечети, пока они не станут сражаться с вами в ней. Если же они станут сражаться с вами, то убивайте их. Таково воздаяние неверующим!
192_00	Но если они прекратят, то ведь Аллах - Прощающий, Милосердный.
193_00	Сражайтесь с ними, пока не исчезнет искушение и пока религия целиком не будет посвящена Аллаху. Но если они прекратят, то посягать можно только на беззаконников.
194_00	Запретный месяц - за запретный месяц, а за нарушение запретов - возмездие.
194_01	Если кто посягнул на вас, то и вы посягните на него, подобно тому, как он посягнул на вас. Бойтесь Аллаха и знайте, что Аллах - с богобоязненными.
195_00	Делайте пожертвования на пути Аллаха и не обрекайте себя на гибель. И творите добро, ведь Аллах любит творящих добро.
196_00	Завершайте хадж и малое паломничество во имя Аллаха.
196_01	Если вы будете задержаны, то принесите в жертву то, что сможете.
196_02	Не брейте ваши головы, пока жертвенные животные не достигнут места заклания.
196_03	А если кто из вас болен или из-за головы своей испытывает страдания, то он должен в качестве искупления поститься, или раздать милостыню, или принести жертву.
196_04	Если же вы находитесь в безопасности, то всякий, кто совершает малое паломничество и прерываемый хадж, должен принести в жертву то, что сможет. Если же он не сможет сделать этого, то он должен поститься три дня во время хаджа и семь дней после его окончания - всего десять дней. Это распространяется на тех, чья семья не живет в Заповедной мечети. Бойтесь же Аллаха и знайте, что Аллах суров в наказании.
197_00	Хадж совершается в известные месяцы. Кто намеревается совершить хадж в эти месяцы, тот не должен вступать в половую близость, совершать грехи и вступать в споры во время хаджа.
197_01	Что бы вы ни сделали доброго, Аллах знает об этом. Берите с собой припасы, но лучшим припасом является богобоязненность. Бойтесь же Меня, о обладающие разумом!
198_00	На вас нет греха, если вы ищете милость от своего Господа.
198_01	А когда вы вернетесь с Арафата, поминайте Аллаха в Заповедном месте. Поминайте Его, поскольку Он наставил вас на прямой путь, хотя прежде вы были одними из заблудших.
199_00	Затем отправляйтесь в путь оттуда, откуда отправляются остальные люди, и молите Аллаха о прощении. Воистину, Аллах - Прощающий, Милосердный.
200_00	Когда вы завершите свои обряды, то поминайте Аллаха так, как поминаете своих отцов, и даже более того. Среди людей есть такие, которые говорят: «Господь наш!
200_01	Одари нас в этом мире!». Но нет им доли в Последней жизни.
201_00	Но среди них есть такие, которые говорят: «Господь наш! Одари нас добром в этом мире и добром в Последней жизни и защити нас от мучений в Огне».
202_00	Им уготован удел за то, что они приобрели. Аллах скор в расчете.
203_00	Поминайте Аллаха в считанные дни (в течение трех дней в долине Мина). Кто торопится и завершает обряд за два дня, тот не совершает греха.
203_01	И кто задерживается, тот также не совершает греха. Это касается богобоязненных. Бойтесь же Аллаха и знайте, что к Нему вы будете собраны.
204_00	Среди людей есть такой, чьи речи восхищают тебя в мирской жизни. Он призывает Аллаха засвидетельствовать то, что у него в душе, хотя сам является непримиримым спорщиком.
205_00	Когда он уходит, то начинает распространять нечестие на земле, уничтожать посевы и губить потомство. Но ведь Аллах не любит нечестия.
206_00	Когда ему говорят: «Побойся Аллаха!», гордыня подталкивает его на грех. Довольно c него Геенны! Как же скверно это ложе!
207_00	Среди людей есть и такой, который продает свою душу, надеясь снискать довольство Аллаха, и Аллах сострадателен к рабам.
208_00	О те, которые уверовали! Принимайте ислам целиком и не следуйте по стопам дьявола. Воистину, он для вас - явный враг.
209_00	А если вы споткнетесь после того, как к вам явились ясные знамения, то знайте, что Аллах - Могущественный, Мудрый.
210_00	Неужели они ожидают чего-либо иного, кроме как того, что Аллах явится к ним вместе с ангелами, осененный облаками, и все будет решено? К Аллаху возвращаются дела.
211_00	Спроси сынов Исраила (Израиля), сколько ясных знамений Мы ниспослали им. Если кто променяет милость Аллаха после того, как она явилась к нему, то ведь Аллах суров в наказании.
212_00	Мирская жизнь кажется неверующим прекрасной. Они глумятся над теми, кто уверовал.
212_01	Но в День воскресения богобоязненные окажутся выше них. Аллах дарует удел без расчета, кому пожелает.
213_00	Люди были одной общиной, и Аллах отправил пророков добрыми вестниками и предостерегающими увещевателями, ниспослал вместе с ними Писание с истиной, чтобы рассудить людей в том, в чем они разошлись во мнениях.
213_01	Но разошлись во мнениях относительно этого только те, кому было даровано Писание, после того, как к ним явились ясные знамения, по причине зависти и несправедливого отношения друг к другу.
213_02	Аллах по Своей воле направил тех, которые уверовали, к истине, относительно которой они разошлись во мнениях.
213_03	Аллах наставляет на прямой путь, кого пожелает.
214_00	Или вы полагали, что войдете в Рай, не испытав того, что постигло ваших предшественников? Их поражали нищета и болезни.
214_01	Они переживали такие потрясения, что Посланник и уверовавшие вместе с ним говорили: «Когда же придет помощь Аллаха?». Воистину, помощь Аллаха близка.
215_00	Они спрашивают тебя, что они должны расходовать.
215_01	Скажи: «Любое добро, которое вы раздаете, должно достаться родителям, близким родственникам, сиротам, беднякам, путникам. Что бы вы ни сделали доброго, Аллах знает об этом».
216_00	Вам предписано сражаться, хотя это вам неприятно. Быть может, вам неприятно то, что является благом для вас.
216_01	И быть может, вы любите то, что является злом для вас. Аллах знает, а вы не знаете.
217_00	Они спрашивают тебя о сражении в запретный месяц.
217_01	Скажи: «Сражаться в этот месяц - великое преступление.
217_02	Однако сбивать других с пути Аллаха, не веровать в Него, не пускать в Заповедную мечеть и выгонять оттуда ее жителей - еще большее преступление перед Аллахом.
217_03	Искушение хуже, чем убийство.
217_04	Они не перестанут сражаться с вами, пока не отвратят вас от вашей религии, если только смогут. А если кто из вас отступит от своей религии и умрет неверующим, то его деяния окажутся тщетными как в этом мире, так и в Последней жизни. Они являются обитателями Огня и останутся там вечно».
218_00	Воистину, те, которые уверовали, совершили переселение и сражались на пути Аллаха, надеются на милость Аллаха. А ведь Аллах - Прощающий, Милосердный.
219_00	Они спрашивают тебя об опьяняющих напитках и азартных играх. Скажи: «В них есть большой грех, но есть и польза для людей, хотя греха в них больше, чем пользы».
219_01	Они спрашивают тебя, что они должны расходовать. Скажи: «Излишек». Так Аллах разъясняет вам знамения, - быть может, вы поразмыслите
220_00	над этим миром и Последней жизнью. Они спрашивают тебя о сиротах. Скажи: «Делать им добро - хорошо.
220_01	Если вы объедините свои дела, то ведь они - ваши братья. Аллах отличает распространяющего нечестие от творящего добро. Если бы Аллах захотел, то поставил бы вас в затруднительное положение. Воистину, Аллах - Могущественный, Мудрый».
221_00	Не женитесь на язычницах, пока они не уверуют. Безусловно, верующая невольница лучше язычницы, даже если она понравилась вам.
221_01	Не выдавайте мусульманок замуж за язычников, пока они не уверуют. Безусловно, верующий невольник лучше язычника, даже если он понравился вам.
221_02	Они зовут к Огню, а Аллах зовет к Раю и прощению со Своего соизволения. Он разъясняет людям Свои знамения, - быть может, они помянут назидание.
222_00	Они спрашивают тебя о менструациях. Скажи: «Они причиняют страдания.
222_01	Посему избегайте половой близости с женщинами во время менструаций и не приближайтесь к ним, пока они не очистятся. А когда они очистятся, то приходите к ним так, как повелел вам Аллах. Воистину, Аллах любит кающихся и любит очищающихся».
223_00	Ваши жены являются пашней для вас. Приходите же на вашу пашню, когда и как пожелаете.
223_01	Готовьте для себя добрые деяния, бойтесь Аллаха и знайте, что вы встретитесь с Ним. Обрадуй же верующих!
224_00	Пусть клятва именем Аллаха не мешает вам творить добро, быть богобоязненным и примирять людей. Аллах - Слышащий, Знающий.
225_00	Аллах не призовет вас к ответу за непреднамеренные клятвы, но призовет вас к ответу за то, что приобрели ваши сердца. Аллах - Прощающий, Выдержанный.
226_00	Те, которые поклялись не вступать в половую близость со своими женами, должны выжидать четыре месяца. И если они передумают, то ведь Аллах - Прощающий, Милосердный.
227_00	Если же они решат развестись, то ведь Аллах - Слышащий, Знающий.
228_00	Разведенные женщины должны выжидать в течение трех менструаций.
228_01	Не позволительно им скрывать то, что сотворил Аллах в их утробах, если они веруют в Аллаха и в Последний день.
228_02	Мужья в течение этого периода имеют право вернуть их, если захотят примирения.
228_03	Жены имеют такие же права, как и обязанности, и относиться к ним следует по-доброму, но мужья выше их по положению. Аллах - Могущественный, Мудрый.
229_00	Развод допускается дважды, после чего надо либо удержать жену на разумных условиях, либо отпустить ее по-доброму.
229_01	Вам не дозволено брать что-либо из дарованного им, если только у обеих сторон нет опасения, что они не смогут соблюсти ограничения Аллаха.
229_02	И если вы опасаетесь, что они не смогут соблюсти ограничения Аллаха, то они оба не совершат греха, если она выкупит развод.
229_03	Таковы ограничения Аллаха, не преступайте же их. А те, которые преступают ограничения Аллаха, являются беззаконниками.
230_00	Если он развелся с ней в третий раз, то ему не дозволено жениться на ней, пока она не выйдет замуж за другого. И если тот разведется с ней, то они не совершат греха, если воссоединятся, полагая, что они смогут соблюсти ограничения Аллаха.
230_01	Таковы ограничения Аллаха. Он разъясняет их для людей знающих.
231_00	Если вы развелись с вашими женами, и они выждали положенный им срок, то либо удержите их на разумных условиях, либо отпустите их на разумных условиях.
231_01	Но не удерживайте их, чтобы навредить им и преступить границы дозволенного.
231_02	А кто поступит так, тот поступит несправедливо по отношению к самому себе.
231_03	Не считайте знамения Аллаха шуткой. Помните милость, которую Аллах оказал вам, а также то, что Он ниспослал вам из Писания и мудрости, чтобы увещевать вас. Бойтесь Аллаха и знайте, что Аллах ведает о всякой вещи.
232_00	Если вы развелись с вашими женами, и они выждали положенный им срок, то не мешайте им выходить замуж за своих прежних мужей, если они договорились друг с другом на разумных условиях. Таково назидание тому из вас, кто верует в Аллаха и в Последний день.
232_01	Так будет лучше и чище для вас. Аллах знает, а вы не знаете.
233_00	Матери должны кормить своих детей грудью два полных года, если они хотят довести кормление грудью до конца.
233_01	А тот, у кого родился ребенок, должен обеспечивать питание и одежду матери на разумных условиях.
233_02	Ни на одного человека не возлагается сверх его возможностей.
233_03	Нельзя причинять вред матери за ее ребенка, а также отцу за его ребенка.
233_04	Такие же обязанности возлагаются на наследника отца. Если они пожелают отнять ребенка от груди по взаимному согласию и совету, то не совершат греха. И если вы пожелаете нанять кормилицу для ваших детей, то не совершите греха, если вы заплатите ей на разумных условиях. Бойтесь Аллаха и знайте, что Аллах видит то, что вы совершаете.
234_00	Если кто-либо из вас скончается и оставит после себя жен, то они должны выжидать четыре месяца и десять дней.
234_01	Когда же они дождутся истечения положенного им срока, то на вас не будет греха, если они распорядятся собой разумным образом. Аллах ведает о том, что вы совершаете.
235_00	На вас не будет греха, если вы намекнете о сватовстве к женщинам или утаите это в душе.
235_01	Аллах знает, что вы будете вспоминать о них.
235_02	Не давайте им тайных обещаний и говорите только достойные слова.
235_03	Не принимайте решение вступить в брак, пока не истечет предписанный срок. Знайте, что Аллаху известно о том, что в ваших душах. Остерегайтесь Его и знайте, что Аллах - Прощающий, Выдержанный.
236_00	На вас не будет греха, если вы разведетесь с женами, не коснувшись их и не установив для них обязательное вознаграждение (брачный дар).
236_01	Одарите их разумным образом, и пусть богатый поступит по мере своих возможностей, а бедный - по мере своих. Такова обязанность творящих добро.
237_00	Если же вы разведетесь с ними до того, как коснулись их, но после того, как установили обязательное вознаграждение (брачный дар), то отдайте им половину его, если только они не простят или не простит тот, в чьих руках брачное соглашение.
237_01	Если вы простите, то это будет ближе к богобоязненности.
237_02	Не забывайте оказывать милость друг к другу. Воистину, Аллах видит то, что вы совершаете.
238_00	Оберегайте намазы, и особенно, средний (послеполуденный) намаз. И стойте перед Аллахом смиренно.
239_00	Если вы испытываете страх, то молитесь на ходу или верхом. Когда же вы окажетесь в безопасности, то поминайте Аллаха так, как Он научил вас тому, чего вы не знали.
240_00	Если кто-либо из вас скончается и оставит после себя жен, то они должны завещать, чтобы их обеспечивали в течение одного года и не прогоняли.
240_01	Если же они сами уйдут, то на вас не будет греха за то, что они распорядятся собой разумным образом. Аллах - Могущественный, Мудрый.
241_00	Разведенных жен полагается обеспечивать разумным образом. Такова обязанность богобоязненных.
242_00	Так Аллах разъясняет вам Свои знамения, - быть может, вы уразумеете.
243_00	Разве ты не знаешь о тех, которые покинули свои жилища, опасаясь смерти, хотя их были тысячи? Аллах сказал им: «Умрите!».
243_01	Затем Он оживил их. Воистину, Аллах милостив к людям, однако большинство людей неблагодарны.
244_00	Сражайтесь на пути Аллаха и знайте, что Аллах - Слышащий, Знающий.
245_00	Если кто-либо одолжит Аллаху прекрасный заем, то Он увеличит его многократно. Аллах удерживает и щедро одаряет, и к Нему вы будете возвращены.
246_00	Не знаешь ли ты о знати сынов Исраила (Израиля), живших после Мусы (Моисея)?
246_01	Они сказали своему пророку: «Назначь для нас царя, чтобы мы сражались на пути Аллаха».
246_02	Он сказал: «Может ли быть, что если вам будет предписано сражаться, вы не станете сражаться?».
246_03	Они сказали: «Отчего же нам не сражаться на пути Аллаха, если мы изгнаны из наших жилищ и разлучены с нашими детьми?». Когда же им было предписано сражаться, они отвернулись, за исключением немногих. Аллах ведает о беззаконниках.
247_00	Их пророк сказал им: «Аллах назначил вам царем Талута (Саула)».
247_01	Они сказали: «Как он может стать нашим царем, если мы более достойны править, чем он, и он лишен достатка в имуществе?».
247_02	Он сказал: «Аллах предпочел его вам и щедро одарил его знаниями и статью. Аллах дарует Свое царство, кому пожелает. Аллах - Объемлющий, Знающий».
248_00	Их пророк сказал им: «Знамением его царствия станет то, что к вам явится сундук с умиротворением от вашего Господа. В нем будет то, что осталось после семьи Мусы (Моисея) и семьи Харуна (Аарона).
248_01	Его принесут ангелы. Это будет знамением для вас, если только вы являетесь верующими».
249_00	Когда Талут (Саул) отправился в путь с войском, он сказал: «Аллах подвергнет вас испытанию рекой. Кто напьется из нее, тот не будет со мной.
249_01	А кто не отведает ее, тот будет со мной. Но это не относится к тем, кто зачерпнет пригоршню воды».
249_02	Напились из нее все, за исключением немногих из них. Когда же он и уверовавшие вместе с ним перебрались через реку, они сказали: «Сегодня мы не справимся с Джалутом (Голиафом) и его войском».
249_03	Но те, которые были убеждены в том, что встретятся с Аллахом, сказали: «Сколько малочисленных отрядов победило многочисленные отряды по воле Аллаха!». Ведь Аллах - с терпеливыми.
250_00	Когда они показались перед Джалутом (Голиафом) и его войском, то сказали: «Господь наш! Пролей на нас терпение, укрепи наши стопы и помоги нам одержать победу над неверующими людьми».
251_00	Они разгромили их по воле Аллаха. Давуд (Давид) убил Джалута (Голиафа), и Аллах даровал ему царство и мудрость и научил его тому, чему пожелал.
251_01	Если бы Аллах не сдерживал одних людей посредством других, то земля пришла бы в расстройство. Однако Аллах милостив к мирам.
252_00	Таковы аяты Аллаха. Мы читаем их тебе истинно, и ты - один из посланников.
253_00	Таковы посланники.
253_01	Одним из них Мы отдали предпочтение перед другими.
253_02	Среди них были такие, с которыми говорил Аллах, а некоторых из них Аллах возвысил до степеней.
253_03	Мы даровали Исе (Иисусу), сыну Марьям (Марии), ясные знамения и поддержали его Святым Духом (Джибрилем). Если бы Аллах пожелал, то следующие за ними поколения не сражались бы друг с другом после того, как к ним явились ясные знамения. Однако они разошлись во мнениях, одни из них уверовали, а другие не уверовали. Если бы Аллах пожелал, то они не сражались бы друг с другом, но Аллах вершит то, что пожелает.
254_00	О те, которые уверовали!
254_01	Делайте пожертвования из того, чем Мы наделили вас, до наступления дня, когда не будет ни торговли, ни дружбы, ни заступничества. А неверующие являются беззаконниками.
255_00	Аллах - нет божества, кроме Него, Живого, Вседержителя. Им не овладевают ни дремота, ни сон.
255_01	Ему принадлежит то, что на небесах, и то, что на земле. Кто станет заступаться перед Ним без Его дозволения?
255_02	Он знает их будущее и прошлое. Они постигают из Его знания только то, что Он пожелает. Его Престол (Подножие Трона) объемлет небеса и землю, и не тяготит Его оберегание их. Он - Возвышенный, Великий.
256_00	Нет принуждения в религии. Прямой путь уже отличился от заблуждения.
256_01	Кто не верует в тагута, а верует в Аллаха, тот ухватился за самую надежную рукоять, которая никогда не сломается. Аллах - Слышащий, Знающий.
257_00	Аллах - Покровитель тех, которые уверовали. Он выводит их из мраков к свету.
257_01	А покровителями и помощниками неверующих являются тагуты, которые выводят их из света к мракам. Они являются обитателями Огня и пребудут там вечно.
258_00	Не знаешь ли ты о том, кто спорил с Ибрахимом (Авраамом) относительно его Господа, поскольку Аллах даровал ему царство? Ибрахим (Авраам) сказал ему: «Мой Господь - Тот, Кто дарует жизнь и умерщвляет».
258_01	Он сказал: «Я дарую жизнь и умерщвляю». Ибрахим (Авраам) сказал: «Аллах заставляет солнце восходить на востоке.
258_02	Заставь же его взойти на западе». И тогда тот, кто не уверовал, пришел в замешательство. Аллах не ведет прямым путем несправедливых людей.
259_00	Или над тем, кто проходил мимо селения, разрушенного до основания? Он сказал: «Как Аллах воскресит это после того, как все это умерло?».
259_01	Аллах умертвил его на сто лет, а затем оживил и сказал: «Сколько ты пробыл здесь?». Он сказал: «Я пробыл день или часть дня».
259_02	Он сказал: «Нет, ты пробыл сто лет. Посмотри на свою еду и воду: они даже не изменились.
259_03	И посмотри на своего осла. Мы непременно сделаем тебя знамением для людей. Посмотри же, как Мы соберем кости, а затем покроем их мясом». Когда это было показано ему, он сказал: «Я знаю, что Аллах способен на всякую вещь».
260_00	Вот сказал Ибрахим (Авраам): «Господи! Покажи мне, как Ты оживляешь покойников».
260_01	Он сказал: «Разве ты не веруешь?». Он сказал: «Конечно!
260_02	Но я хочу, чтобы мое сердце успокоилось». Он сказал: «Возьми четырех птиц, зарежь их, прижав к себе, и положи по кусочку на каждом холме. А потом позови их, и они стремительно явятся к тебе. И знай, что Аллах - Могущественный, Мудрый».
261_00	Притчей о тех, кто расходует свое имущество на пути Аллаха, является притча о зерне, из которого выросло семь колосьев, и в каждом колосе - по сто зерен.
261_01	Аллах увеличивает награду, кому пожелает. Аллах - Объемлющий, Знающий.
262_00	Тем, кто расходует свое имущество на пути Аллаха и не сопровождает свои пожертвования попреками и оскорблениями, уготована награда у их Господа.
262_01	Они не познают страха и не будут опечалены.
263_00	Доброе слово и прощение лучше милостыни, за которой следует обидный попрек. Аллах - Богатый, Выдержанный.
264_00	О те, которые уверовали! Не делайте ваши подаяния тщетными своими попреками и оскорблениями, подобно тому, кто расходует свое имущество ради показухи и не веруют при этом в Аллаха и в Последний день.
264_01	Притчей о нем является притча о гладкой скале, покрытой слоем земли. Но вот выпал ливень и оставил скалу голой.
264_02	Они не властны ни над чем из того, что приобрели. Аллах не ведет прямым путем неверующих людей.
265_00	Притчей о тех, которые расходуют свое имущество, чтобы снискать довольство Аллаха и укрепить себя, является притча о саде на холме. Если его оросит ливень, он приносит плоды вдвойне.
265_01	Если же его не оросит ливень, то ему бывает достаточно моросящего дождя. Аллах видит то, что вы совершаете.
266_00	Захочет ли кто-нибудь из вас, если у него будет сад из финиковых пальм и виноградника, в котором текут реки и растут всякие плоды, чтобы его сад был поражен огненным вихрем и сгорел, когда его постигнет старость, а его дети будут еще слабы?
266_01	Так Аллах разъясняет вам знамения, - быть может, вы поразмыслите.
267_00	О те, которые уверовали!
267_01	Делайте пожертвования из приобретенных вами благ и того, что Мы взрастили для вас на земле, и не стремитесь раздать в качестве пожертвования дурное, чего бы вы сами не взяли, пока не зажмурили глаза. И знайте, что Аллах - Богатый, Достохвальный.
268_00	Дьявол угрожает вам бедностью и велит творить мерзость. Аллах же обещает вам прощение от Него и милость. Аллах - Объемлющий, Знающий.
269_00	Он дарует мудрость, кому пожелает, и тот, кому дарована мудрость, награжден великим благом. Однако поминают назидание только обладающие разумом.
270_00	Что бы вы ни потратили, какой бы обет вы ни дали, Аллах знает об этом. Но для беззаконников нет помощников.
271_00	Если вы раздаете милостыню открыто, то это прекрасно. Но если вы скрываете это и раздаете ее неимущим, то это еще лучше для вас.
271_01	Он простит вам некоторые из ваших прегрешений. Аллах ведает о том, что вы совершаете.
272_00	Вести их прямым путем - не твоя обязанность, ибо Аллах ведет прямым путем, кого пожелает. Все, что вы расходуете, идет на пользу вам самим.
272_01	Вы расходуете это только из стремления к Лику Аллаха. Какое бы добро вы ни израсходовали, вам воздастся сполна, и с вами не поступят несправедливо.
273_00	Милостыня полагается неимущим, которые задержаны на пути Аллаха или не могут передвигаться по земле. Неосведомленный считает их богачами по причине их скромности.
273_01	Ты узнаешь их по приметам: они не выпрашивают у людей милостыню настойчиво. Какое бы добро вы ни израсходовали, Аллах знает об этом.
274_00	Тем, кто расходует свое имущество ночью и днем, тайно и явно, уготована награда у их Господа. Они не познают страха и не будут опечалены.
275_00	Те, которые пожирают лихву, восстанут, как восстает тот, кого дьявол поверг своим прикосновением.
275_01	Это потому, что они говорили: «Воистину, торговля подобна лихоимству».
275_02	Но Аллах дозволил торговлю и запретил лихоимство. Если кто-нибудь из них после того, как к нему явится увещевание от его Господа, прекратит, то ему будет прощено то, что было прежде, и его дело будет в распоряжении Аллаха. А кто вернется к этому, те станут обитателями Огня, в котором они пребудут вечно.
276_00	Аллах уничтожает лихву и приумножает пожертвования. Аллах не любит всяких неблагодарных (или неверующих) грешников.
277_00	Воистину, тем, которые уверовали и вершили праведные деяния, совершали намаз и выплачивали закят, уготована награда у их Господа.
277_01	Они не познают страха и не будут опечалены.
278_00	О те, которые уверовали! Бойтесь Аллаха и не берите оставшуюся часть лихвы, если только вы являетесь верующими.
279_00	Но если вы не сделаете этого, то знайте, что Аллах и Его Посланник объявляют вам войну. А если вы раскаетесь, то вам останется ваш первоначальный капитал. Вы не поступите несправедливо, и с вами не поступят несправедливо.
280_00	Если должник находится в трудном положении, то дайте ему отсрочку, пока его положение не улучшится. Но дать милостыню будет лучше для вас, если бы вы только знали!
281_00	Бойтесь того дня, когда вы будете возвращены к Аллаху. Тогда каждый человек сполна получит то, что приобрел, и с ними не поступят несправедливо.
282_00	О те, которые уверовали!
282_01	Если вы заключаете договор о долге на определенный срок, то записывайте его, и пусть писарь записывает его справедливо.
282_02	Писарь не должен отказываться записать его так, как его научил Аллах.
282_03	Пусть он пишет, и пусть берущий взаймы диктует и страшится Аллаха, своего Господа, и ничего не убавляет из него.
282_04	А если берущий взаймы слабоумен, немощен или не способен диктовать самостоятельно, пусть его доверенное лицо диктует по справедливости.
282_05	В качестве свидетелей призовите двух мужчин из вашего числа.
282_06	Если не будет двух мужчин, то одного мужчину и двух женщин, которых вы согласны признать свидетелями, и если одна из них ошибется, то другая напомнит ей.
282_07	Свидетели не должны отказываться, если их приглашают.
282_08	Не тяготитесь записать договор, будь он большим или малым, вплоть до указания его срока. Так будет справедливее перед Аллахом, убедительнее для свидетельства и лучше для избежания сомнений. Но если вы заключаете наличную сделку и расплачиваетесь друг с другом на месте, то на вас не будет греха, если вы не запишите ее. Но призывайте свидетелей, если вы заключаете торговый договор, и не причиняйте вреда писарю и свидетелю. Если же вы поступите так, то совершите грех. Бойтесь Аллаха - Аллах обучает вас. Аллах ведает о всякой вещи.
283_00	Если вы окажетесь в поездке и не найдете писаря, то назначьте залог, который можно получить в руки.
283_01	Но если один из вас доверяет другому, то пусть тот, кому доверено, вернет доверенное ему и убоится Аллаха, своего Господа.
