001_00	Alef, Lam, Mim.
169_00	E não creiais que aqueles que sucumbiram pela causa de Deus estejam mortos; ao contrário, vivem, agraciados, ao ladodo seu Senhor.
170_00	Estão jubilosos por tudo quanto Deus lhes concedeu da Sua graça, e se regozijam por aqueles que ainda nãosucumbiram, porque estes não serão presas do temor, nem se atribularão.
171_00	Regozijam-se com a mercê e com a graça de Deus, e Deus jamais frustra a recompensa dos fiéis,
172_00	Que, mesmo feridos, atendem a Deus e ao Mensageiro. Para os benfeitores e tementes, dentre eles, haverá umamagnífica recompensa.
173_00	São aqueles aos quais foi dito: Os inimigos concentraram-se contra vós; temei-os! Isso aumentou-lhes a fé e disseram: Deus nos é suficiente. Que excelente Guardião!
174_00	Pela mercê e pela graça de Deus, retornaram ilesos. Seguiram o que apraz a Deus; sabei que Deus é Agraciante porexcelência.
175_00	Eis que Satanás induz os seus sequazes. Não os temais; temei a Mim, se sois fiéis.
176_00	Que não te atribulem aqueles que se precipitam na incredulidade, porquanto em nada prejudicam Deus.
176_01	Deus não osfará compartilhar da bem-aventurança da vida futura, e assim, sofrerão um severo castigo.
177_00	Aqueles que trocam a fé pela incredulidade, em nada prejudicam a Deus, e sofrerão um doloroso castigo.
178_00	Que os incrédulos não pensem que os toleramos, para o seu bem; ao contrário, toleramo-los para que suas faltas sejamaumentadas. Eles terão um castigo afrontoso.
179_00	Não é do propósito de Deus abandonar os fiéis no estado enigno que vos encontrais, até que Ele separe o corrupto do bem,
179_01	nem tampouco de seu propósito é inteirar-vos do incognoscível; Deus escolhe, para isso, dentre os Seus mensageiros, quem Lhe apraz.
179_02	Crede em Deus e em Seus mensageiros; se crerdes em temerdes, obtereis magnífica recompensa.
180_00	Quemos avarentos, que negam fazer caridade daquilo que com que Deus os agraciou, não pensem que isso é um bem para eles; ao contrário, é prejudicial, porque no Dia da Ressurreição, irão, acorrentados, com aquilo com que esquinharam.
180_01	A Deus pertence a herança dos céus e da terra, porque Deus está bem inteirado de tudo quanto fazeis.
181_00	Deus, sem dúvida, ouviu as palavras daqueles que disseram: Deus é pobre e nós somos ricos.
181_01	Registramos o que disseram, assim como a iníquo matança dos profetas, e lhes diremos: Sofrei o tormento da fogueira.
182_00	Isso vos ocorrerá, por obra das vossas próprias mãos. Deus não é injusto para com Seus servos.
183_00	São aqueles que disseram: Deus nos comprometeu a não crermos em nenhum mensageiro, até este nos apresente umaoferenda, que o fogo celestial consumirá.
183_01	Dize-lhes: Antes de mim, os mensageiros vos apresentaram as evidências etambém o que descreveis. Por que os matastes, então? Respondei, se estiverdes certos.
184_00	E se te desmentem, recorda-te de que também foram desmentidos os mensageiros que, antes de ti, apresentaram asevidências, os Salmos e o Livro Luminoso.
185_00	Toda a alma provará o sabor da morte e, no Dia da Ressurreição, sereis recompensado integralmente pelos vossosatos; quem for afastado do fogo infernal e introduzido no Paraíso, triunfará.
185_01	Que é a vida terrena, senão um prazer ilusório?
186_00	Sem dúvida que sereis testados quanto aos vossos bens e pessoas, e também ouvireis muitas blasfêmias daqueles querecebem o Livro antes de vós, e dos idólatras;
186_01	porém, se perseverardes pacientemente e temerdes a Deus, sabei que isso é um fator determinante, em todos os assuntos.
187_00	Recorda-te de quando Deus obteve a promessa dos adeptos do Livro, (comprometendo-se a) evidenciá-lo (o Livro) aoshomens, e a não ocultá-lo. Mas eles jogaram às costas, negociando-o a vil preço.
187_01	Que detestável transação a deles!
188_00	Não creias que aqueles que se regozijam pelo que causaram, e aspiram ser louvados pelo que não fizeram, não os creias a salvo do castigo,
188_01	pois sofrerão doloroso castigo.

188_01	
189_00	A Deus pertence o reino dos céus e da terra, e Deus é Onipotente.
190_00	Na criação dos céus e da terra e na alternância do dia e da noite há sinais para os sensatos,
191_00	Que mencionam Deus, estando em pé, sentados ou deitados, e meditam na criação dos céus e da terra, dizendo: ÓSenhor nosso,
191_01	não criaste isto em vão. Glorificado sejas! Preserva-nos do tormento infernal!
192_00	Ó Senhor nosso, quanto àqueles a quem introduzirás no fogo, Tu o aviltarás! Os iníquos não terão socorredores!
193_00	Ó Senhor nosso, ouvimos um pregoeiro que nos convoca à fé dizendo: Crede em vosso Senhor!
193_01	E cremos. Ó Senhornosso, perdoa as nossas faltas, redime-nos das nossas más ações e acolhe-nos entre os virtuosos.
194_00	Ó Senhor nosso, concede-nos o que prometeste, por intermédio dos Teus mensageiros, e não aviltes no Dia daRessurreição. Tu jamais quebras a promessa.
195_00	Seu Senhor nos atendeu, dizendo: Jamais desmerecerei a obra de qualquer um de vós, seja homem ou mulher, porque procedeis uns dos outros.
195_01	Quanto àqueles que foram expulsos dos seus lares e migraram, e sofreram pela Minha causa, combateram e foram mortos, absorvê-los-ei dos seus pecados
195_02	e os introduzirei em jardins, abaixo dos quais corres os rios, como recompensa de Deus. Sabei que Deus possui a melhor das recompensas.
196_00	Que não te enganem, pois (ó Mohammad), as andanças (mercantilistas) dos incrédulos, na terra.
197_00	Porque é um gozo transitório e sua morada será o inferno. Que funesta morada!
198_00	Entretanto, aqueles que temem a seu Senhor terão jardins, abaixo dos quais correr os rios, onde morarão eternamente, como dádiva de Deus.
198_01	Sabei que o que está ao lado de Deus é o melhor para os virtuosos.
199_00	Entre os adeptos do Livro há aqueles que crêem em Deus, no que vos foi revelado, assim como no que lhes foirevelado, humilhando-se perante Deus; não negociam os versículos de Deus a vil preço.
199_01	Terão sua recompensa ante o seu Senhor, porque Deus é Destro em ajustar contas.
200_00	Ó fiéis, perseverai, sede pacientes, estai sempre vigilantes e temei a Deus, para que prospereis.
