001_00	Alif, Lam, Mim.
165_00	Hay hombres que suplen a Allah con otros a los que aman como se ama a Allah; pero el amor por Allah de los que
165_01	creen es más fuerte.Si vieras a los que hayan sido injustos, cuando vean el castigo y que todo el poder es de Allah...Allah es Fuerte castigando.
166_00	Cuando los que fueron seguidos se desentiendan de los que les siguieron, y vean el castigo y se rompan los lazos entre ellos...
167_00	Dirán los seguidores: ¡Si tuviéramos otra oportunidad, les daríamos la espalda al igual que ellos nos la han dado a nosotros!
167_01	Allah les mostrará así lo que hicieron, para que les sirva de pesar. No saldrán del Fuego.
168_00	¡Hombres! Comed lo lícito y bueno que hay en la tierra y no sigáis los pasos del Shaytán; es cierto que él es un claro enemigo vuestro.
169_00	Os manda el mal y la indecencia y que digáis de Allah lo que no sabéis.
170_00	Y cuando se les dice: Seguid lo que Allah ha hecho descender, dicen: No, seguiremos aquello en
170_01	lo que hemos encontrado a nuestros padres.¿Pero y si sus padres no comprendían y no estaban guiados?
171_00	Los que se niegan a creer son como cuando uno le grita algo al ganado, éste sólo percibe gritos y voces.Sordos, mudos y ciegos no pueden entender.
172_00	¡Creyentes! ¡Comed de las cosas buenas que os proveemos y agradeced a Allah, si es verdad que Le adoráis!
173_00	Se os prohibe comer la carne del animal que haya muerto de muerte natural, la sangre, la carne de cerdo y la del animal que se sacrifique en nombre de otro que Allah;
173_01	no obstante quien se vea obligado a hacerlo en contra de su voluntad y sin buscar en ello un acto de desobediencia, no incurrirá en falta.Es cierto que Allah es Perdonador y Compasivo.
174_00	Los que oculten lo que del Libro de Allah se ha hecho descender vendiéndolo a bajo precio, no ingerirán en sus vientres sino el Fuego.
174_01	Y el Día del Levantamiento, Allah no les hablará ni los purificará. Tienen un doloroso castigo.
175_00	Esos son los que venden la guía a cambio del extravío y el perdón a cambio del castigo. ¡Cómo se buscan el Fuego!
176_00	Todo porque Allah ha hecho que descienda el Libro con la verdad, y ellos, que discuten sobre el Libro, son los que se oponen profundamente a ella.
177_00	La virtud no consiste en volver el rostro hacia Oriente u Occidente; el que tiene virtud es el que cree en
177_01	Allah, en el Último Día, en los ángeles, en los Libros y en los profetas, el que da de su riqueza,
177_02	a pesar del apego que siente por ella, a los parientes, huérfanos, necesitados, hijos del camino, mendigos y para liberar esclavos;
177_03	el que establece el salat y entrega el zakat; el que es fiel a los compromisos cuando los contrae; el paciente
177_04	en la adversidad y en la desgracia y en los momentos más duros de la lucha.Esos son los veraces y ésos son los temerosos.
178_00	¡Creyentes!
178_01	Se os prescribe aplicar el talión en caso de asesinato: libre por libre, esclavo por esclavo y hembra por hembra.
178_02	Pero si a uno* su hermano* le perdona algo* , que éste proceda según lo reconocido* y que él lo entregue buenamente.Esto es un alivio que Allah os da y una misericordia. Quien vaya más allá de estos límites tendrá un castigo doloroso.*
179_00	En el talión tenéis vida* ¡vosotros que sabéis reconocer la esencia de las cosas!Ojalá os guardéis.
180_00	Se os ha prescrito que cuando a alguno de vosotros se le presente la muerte dejando bienes, el testamento sea a favor de los padres y de los parientes más próximos según lo reconocido.Es un deber para los que tienen temor (de Allah)*.
181_00	Y quien cambie algo (del testamento) después de haberlo oído...sobre él caerá el mal que pueda derivarse.Allah es Quien oye y Quien sabe.
182_00	Pero si alguien teme que haya injusticia o transgresión por parte del que hace testamento e intenta que se llegue a un acuerdo, no incurrirá en falta. Allah es Perdonador y Compasivo.
183_00	¡Creyentes! Se os ha prescrito el ayuno al igual que se les prescribió a los que os precedieron. ¡Ojalá tengáis temor (de Allah)!
184_00	Por un determinado número de días, fijados para ello.Pero el que esté enfermo o de viaje, podrá hacerlo, en igual número, otros días.Y los que pudiendo ayunar (no lo
184_01	hagan o interrumpan su ayuno) que alimenten, como exención, a unos pobres.Pero quien haga el bien espontáneamente será mejor para él.Y que ayunéis es mejor para vosotros, si sabéis*.
185_00	En el mes de Ramadán se hizo descender el Corán, dirección para los hombres y pruebas claras de la Guía y del Discernimiento; así pues, quien de
185_01	vosotros vea el mes*, que ayune, y el que esté enfermo o de viaje que lo haga en otro momento, por el mismo número de días.Allah quiere
185_02	para vosotros lo fácil y no lo difícil, pero quiere que completéis el número (de días) y que proclaméis la grandeza de Allah por haberos guiado.¡Ojalá seáis agradecidos!
186_00	Y cuando Mis siervos te pregunten sobre Mí...Yo estoy cerca y respondo al ruego del que pide, cuando Me pide; así pues que ellos Me respondan y crean en Mí, ¡ojalá se guíen rectamente!
187_00	La noche del día de ayuno os está permitido tener relación sexual con vuestras mujeres; ellas son un vestido para vosotros y vosotros sois
187_01	un vestido para ellas.Allah supo que os traicionabais a vosotros mismos, se volvió a vosotros con Su favor y os perdonó; así pues, uníos
187_02	con ellas y buscad lo que Allah os ha ordenado.Y comed y bebed hasta que, del hilo negro (de la noche), distingáis con claridad
187_03	el hilo blanco de la aurora; luego completad el ayuno hasta la noche. Pero si hacéis retiro en las mezquitas, no vayáis a cohabitar
187_04	con ellas mientras éste dure.Estos son los límites de Allah, manteneos alejados de ellos.Así les aclara Allah Sus signos a los hombres. ¡Ojalá se guarden!
188_00	No os apropiéis unos de la riqueza de otros, recurriendo a la falsedad, ni recurráis a los jueces para arrebatar algo de la riqueza de otro con delito, sabiendo lo que hacéis.
189_00	Te preguntan acerca de las fases de la luna, di: sirven para indicar a los hombres el tiempo* y la Peregrinación.La virtud no consiste en que entréis
189_01	en las casas por su parte trasera, sino que tengáis temor (de Allah).¡Entrad en las casas por sus puertas!Y temed a Allah para que podáis tener éxito.
190_00	Y combatid en el camino de Allah a quienes os combatan a vosotros pero no os propaséis; es cierto que Allah no ama a los que se exceden.
191_00	Matadlos donde quiera que los encontréis y expulsadlos de donde os hayan expulsado.La oposición (a vuestra creencia) es más grave que matar.No luchéis
191_01	con ellos junto a la "Mezquita Inviolable" si ellos no lo hacen, pero si os atacan, matadlos; esta es la recompensa de los incrédulos.
192_00	Y si cesan...Allah es Perdonador y Compasivo.
193_00	Luchad contra ellos hasta que no haya más oposición y la Adoración debida sea sólo para Allah.Pero si cesan, que no haya entonces hostilidad excepto contra los injustos.
194_00	Mes inviolable por mes inviolable.Para todo lo inviolable deberá aplicarse el talión.Y quien se exceda con vosotros, obrad
194_01	con él en la misma medida.Guardaos de Allah y sabed que Allah está con los que Le temen.
195_00	Gastad en el camino de Allah; que vuestras manos no os echen a perder llevándoos a la perdición, y haced el bien.Es verdad que Allah ama a los que hacen el bien.
196_00	Y llevad a cabo la Peregrinación y la Visita que hacéis por Allah, en su integridad; pero si algo os impide acabar, sacrificad el animal de ofrenda que os
196_01	sea más asequible* y no os afeitéis la cabeza hasta que el animal no esté en el lugar donde debe ser sacrificado.Quien de vosotros esté enfermo o tenga alguna
196_02	molestia en la cabeza*, deberá compensarlo por medio de ayuno, limosna u ofreciendo un sacrificio.Cuando estéis libres de impedimento, aquel que junte la Visita con la Peregrinación, deberá buscar
196_03	un animal que le sea asequible para sacrificarlo como ofrenda; pero quien no encuentre cómo hacerlo, que ayune tres días mientras esté en la Peregrinación y siete una vez
196_04	haya regresado, de manera que complete un total de diez. Esto atañe únicamente a aquel cuya familia no resida en la Mezquita Inviolable*.Temed a Allah y sabed que Allah es Fuerte castigando.
197_00	La Peregrinación debe hacerse dentro de meses determinados; el que, dentro de este periodo de tiempo, se comprometa a peregrinar, deberá abstenerse, mientras dure la Peregrinación, de tener trato sexual, de transgredir y de disputar.
197_01	El bien que hagáis, Allah lo conoce.Y llevad provisiones, aunque la mejor provisión es el temor (de Allah). Así pues guardaos, vosotros que entendéis la esencia de las cosas.
198_00	No incurrís en falta si buscáis beneficio de vuestro Señor*.Y cuando, viniendo de Arafat, salgáis al llano, invocad a
198_01	Allah junto al "Mash´ar al-Haram"*.Recordad cómo os guió, a pesar de que antes de hacerlo os contabais entre los extraviados.
199_00	Salid al llano por donde lo hacen todos y pedid perdón a Allah, Allah es Perdonador y Compasivo.
200_00	Y cuando hayáis cumplido vuestros ritos, invocad a Allah como recordáis a vuestros padres o con un recuerdo aún más fuerte*.
200_01	Hay hombres que dicen: ¡Señor nuestro, dános lo bueno en esta vida! Pero no tendrán nada de la Última.
201_00	Y hay otros que dicen; ¡Señor nuestro, dános lo bueno en esta vida y lo bueno en la Última, y libranos del castigo del Fuego!
202_00	Estos tendrán su parte por lo que se hayan ganado. Y Allah es Rápido en la cuenta.
203_00	Invocad a Allah en días señalados*.
203_01	El que se apresure haciéndolo en dos días*, no comete falta.Y el que se retrase* tampoco comete falta, siempre que tenga temor (de Allah). Temed a Allah y sabed que seréis reunidos para volver a Él.
204_00	Hay hombres cuyas palabras cuando hablan de la vida de este mundo te fascinan y ponen a Allah como testigo de lo que hay en sus corazones; y sin embargo son los más acérrimos discutidores.
205_00	Y cuando se alejan de ti se dedican a corromper las cosas en la tierra y a destruir las cosechas y todo animal de cría. Allah no ama la corrupción.
206_00	Cuando se les dice: ¡Temed a Allah!, la soberbia se apodera de ellos y les mueve a hacer el mal. Yahannam bastará para ellos. ¡Qué mal lecho!
207_00	Hay hombres que se entregan buscando la complacencia de Allah. Y Allah es Espléndido con los siervos.
208_00	¡Creyentes! Entrad en la Paz* del todo y no sigáis los pasos del Shaytán, él es un claro enemigo para vosotros.
209_00	Y si os apartáis después de haber recibido las pruebas evidentes, sabed que Allah es Todopoderoso, Sabio.
210_00	¿Es que están esperando que Allah y los ángeles vengan bajo las sombras de las nubes y el asunto quede zanjado?Todos los asuntos vuelven a Allah.
211_00	Pregunta a los hijos de Israel, cuántos signos claros les dimos.Aquel que cambie la bendición de Allah, después de haberle llegado... Es cierto que Allah es Fuerte castigando.
212_00	A los incrédulos se les ha embellecido la vida de este mundo.
212_01	Ellos se burlan de los que creen, pero el Día del Levantamiento los temerosos (de Allah) estarán por encima de ellos. Allah provee a quien quiere sin limitación.
213_00	Los hombres eran una única comunidad y Allah envió a los profetas como portadores de buenas nuevas y advertidores.
213_01	E hizo descender el Libro con la verdad, para que fuera un juicio entre los hombres sobre aquello en lo que discrepaban.Pero no fue sino después de tener las pruebas claras, cuando aquéllos que lo habían recibido, discreparon sobre él por envidias de unos con otros...
213_02	Y Allah guió a los que creían a la verdad de la que discrepaban, con Su permiso.
213_03	Allah guía a quien quiere al camino recto.
214_00	¿O acaso contáis con entrar en el Jardín sin que os suceda algo similar a lo que les sucedió a vuestros antepasados?La desgracia y el daño les golpearon y ellos
214_01	se estremecieron hasta el punto de que el mensajero y quienes con él creían llegaron a decir: ¿Cuándo vendrá el auxilio de Allah?¿Pero acaso el auxilio de Allah no está cercano?
215_00	Te preguntan en qué deben gastar.
215_01	Di: el bien que gastéis que sea para vuestros padres y parientes, y para los huérfanos, los pobres y los hijos del camino.El bien que hagáis, Allah lo conoce.
216_00	Se os ha prescrito combatir*, aunque os sea odioso, pero puede que os disguste algo que sea un bien para vosotros y que améis algo que es un mal.
216_01	Allah sabe y vosotros no sabéis.
217_00	Te preguntan si se puede combatir durante los meses inviolables. Di: Hacerlo es grave, pero es aún más grave para Allah, que se
217_01	aparte a la gente de Su camino, que no se crea en Él, (que se impida el acceso a) la Mezquita Inviolable y
217_02	que se expulse a los que están en ella.La oposición a la creencia es más grave que matar.Si pueden, no dejarán de haceros
217_03	la guerra hasta conseguir que reneguéis de vuestra Práctica de Adoración.Pero quien de vosotros reniegue de su Práctica de Adoración y muera siendo
217_04	incrédulo...Esos habrán hecho inútiles sus acciones en esta vida y en la otra, y serán los compañeros del Fuego en el que serán inmortales.
218_00	Los que creen, emigran y luchan en el camino de Allah, esperan la misericordia de Allah. Allah es Perdonador y Compasivo.
219_00	Te preguntan sobre el vino* y el juego de azar.
219_01	Di: En ambas cosas hay mucho daño para los hombres y algún beneficio, pero el daño es mayor que el beneficio.Y te preguntan qué deben gastar. Di: Lo superfluo*.Así os aclara Allah los signos ¡Ojalá reflexionéis!
220_00	Acerca de esta vida y de la Última.Y te preguntan sobre los huérfanos. Di: Es bueno que miréis por sus intereses; y si mezcláis (vuestros bienes) con los suyos*...
220_01	Son vuestros hermanos.Allah distingue al que corrompe las cosas del que las mejora. Si Allah quisiera os lo haría difícil; es cierto que Allah es Todopoderoso y Sabio.
221_00	No os caséis con las idólatras* hasta que no crean.Una esclava creyente es mejor que una mujer libre idólatra aunque os guste.
221_01	Y no caséis (a las mujeres) con los idólatras hasta que no crean.
221_02	Un esclavo creyente es mejor que un idólatra libre aunque os guste. Ellos (los idólatras) invitan al Fuego mientras que Allah invita al Jardín y al perdón con Su permiso; y aclara Sus signos a los hombres. ¡Ojalá recapaciten!
222_00	Te preguntan sobre la menstruación*.
222_01	Di: Es una impureza. Así pues, abstenéos de las mujeres* mientras dure y no vayáis a ellas hasta que no estén puras.Y una vez que se hayan purificado*, id a ellas por donde Allah os manda.Es cierto que Allah ama a los que se vuelven a Él y a los que se purifican.
223_00	Vuestras mujeres son para vosotros un campo de siembra; id a vuestro sembrado según queráis.
223_01	Y adelantad (buenas acciones) que os sirvan*.Temed a Allah y sabed que con toda certeza os encontraréis con Él.Y anuncia buenas nuevas a los creyentes.
224_00	No hagáis de Allah un pretexto que os impida hacer el bien, porque lo hayáis jurado por Él*, temedle y poned paz entre los hombres.Allah es Quien oye y Quien sabe.
225_00	Allah no os toma en cuenta la vanidad de vuestros juramentos, pero sí lo que queda en vuestros corazones.Allah es Perdonador e Indulgente.
226_00	Aquéllos que juren no mantener relación sexual con sus mujeres, deberán guardar un plazo de cuatro meses. Y si se vuelven atrás*...Ciertamente Allah es Perdonador y Compasivo.
227_00	Y si se deciden por el divorcio*, Allah es Oyente y Conocedor.
228_00	Las divorciadas deberán esperar tres menstruaciones para estar en disposición de volverse a casar y no es lícito que oculten
228_01	lo que Allah haya creado en sus vientres si creen en Allah y en el Último Día. Sus esposos tienen
228_02	más derecho* a volver con ellas dentro de este plazo, si quieren rectificar.Los derechos de ellas sobre sus esposos son
228_03	iguales a los derechos de éstos sobre ellas, según lo reconocido; pero los hombres tienen un grado sobre ellas.Allah es Poderoso y Sabio.
229_00	El divorcio son dos veces*.
229_01	Y, o bien la vuelve a tomar según lo reconocido, o la deja ir en buenos términos*.Y no os está permitido quedaros con nada de lo que hayáis dado.
229_02	A menos que ambos teman no cumplir los límites de Allah.Y si teméis no cumplir los límites de Allah, no hay falta para ninguno de los dos si ella ofrece alguna compensación*.Estos son los límites de Allah, no los traspaséis.Quien traspase los límites de Allah...
229_03	Esos son los injustos.
230_00	Si vuelve a divorciarla*, ella ya no será lícita para él hasta que, habiéndose casado con otro, éste, a su vez, la divorcie; en cuyo caso no cometen
230_01	ninguna falta si ambos vuelven (a casarse), siempre que crean poder cumplir con los límites de Allah.Estos son los límites de Allah que Él aclara a gente que sabe.
231_00	Y si divorciáis a las mujeres y llegan al final de su plazo de espera, o bien las conserváis según la forma reconocida de hacerlo, o
231_01	bien las dejáis del mismo modo; pero no las retengáis a la fuerza transgrediendo los límites.Quien lo haga, habrá sido injusto consigo mismo.No toméis a burla
231_02	los signos de Allah. Y recordad los favores de Allah con vosotros y la parte del Libro y de la Sabiduría que os reveló para que
231_03	con ello tuvierais presente lo que se debe cumplir y lo que se debe evitar.Temed a Allah y sabed que Allah tiene conocimiento de todas las cosas.
232_00	Y una vez que las mujeres que han sido divorciadas lleguen al final de su período de espera, no les impidáis* que vuelvan a casarse con sus esposos anteriores, si es de mutuo acuerdo, según lo reconocido.A esto se exhorta a aquéllos de vosotros que crean en Allah y en el Último Día.
232_01	Y ello es más puro y más limpio para vosotros. Allah sabe y vosotros no sabéis.
233_00	Las madres deberán amamantar a sus hijos durante dos años completos, si se desea completar la lactancia.Sustentarlas y vestirlas
233_01	es responsabilidad del progenitor, según lo que es reconocido.A nadie se le obliga sino en la medida de su
233_02	capacidad.Ninguna madre deberá ser perjudicada a causa de su hijo ni tampoco ningún padre*.Y la misma obligación corresponde al
233_03	heredero*.No hay falta si ambos, de común acuerdo, desean destetarlo.Y si queréis que alguien amamante a vuestros hijos*, no
233_04	hay falta en que paguéis por ello*, según lo que es reconocido.Temed a Allah y sabed que Allah ve lo que hacéis.
234_00	Los que de vosotros fallezcan y dejen esposas, éstas deberán esperar cuatro meses y diez noches para poder disponer de sí mismas.Una vez
234_01	concluido este plazo, no tenéis responsabilidad* en lo que hagan consigo mismas según lo que es reconocido.Allah conoce al detalle lo que hacéis.
235_00	Y no hacéis mal si les insinuáis a las mujeres vuestra intención de pedirles matrimonio*, ni tampoco
235_01	si la ocultáis; Allah sabe que pensáis en ellas.Pero no os prometáis en secreto, hacedlo con palabras
235_02	reconocidas. No decidáis el contrato de matrimonio hasta que el periodo de espera prescrito no haya concluido.Sabed
235_03	que Allah conoce lo que hay en vuestras almas, así pues, temedle y sabed que Allah es Perdonador e Indulgente.
236_00	No hacéis mal si divorciais a las mujeres a las que no habéis tocado ni asignado dote, pero gratificadlas con algún bien de acuerdo a lo que es reconocido.El que
236_01	viva con desahogo que lo haga de acuerdo a su capacidad, y el que viva con estrechez de acuerdo a la suya.Esto es un deber para los que hacen el bien.
237_00	Y si las divorciais antes de haberlas tocado, pero cuando ya les habéis asignado una dote... (Dadles) la mitad de
237_01	lo que les asignasteis, a no ser que ellas renuncien o renuncie aquél en cuyo poder está el contrato de
237_02	matrimonio*.Y renunciar está más cerca del temor (de Allah).Y no olvidéis favoreceros entre vosotros, es verdad que Allah ve lo que hacéis.
238_00	Cumplid con las oraciones prescritas* y con la oración del medio*, y presentaos ante Allah con total entrega.
239_00	Si tenéis miedo*, hacedla de pie* o montados; y cuando estéis a salvo, invocad a Allah como os enseñó, una manera que antes no conocíais.
240_00	Aquéllos de vosotros que mueran dejando esposas, a sus esposas les corresponde un legado de un año de manutención sin que tengan que abandonar la
240_01	casa familiar*; aunque si ellas la abandonan, no sois responsables de lo que hagan consigo mismas, dentro de lo que es reconocido.Allah es Poderoso y Sabio.
241_00	Y tened alguna atención en favor de las mujeres que divorcieis, según lo que es reconocido como bueno.Esto es un deber para los que temen (a Allah).
242_00	Así os aclara Allah Sus signos, ojalá entendáis.
243_00	¿No has visto a los que salieron por miles huyendo de sus hogares por temor a la muerte?*Allah les dijo: ¡Morid!
243_01	Y después los devolvió a la vida.Es cierto que Allah posee favor para los hombres, sin embargo, la mayoría de ellos no agradecen.
244_00	Combatid en el camino de Allah y sabed que Allah es Oyente y Conocedor.
245_00	¿Quien ofrecerá a Allah un préstamo generoso para que Él se lo devuelva multiplicado? Allah da la estrechez y el desahogo. A Él regresaréis.
246_00	¿No has visto a aquellos nobles entre los hijos de Israel, después de Musa, cuando dijeron a un profeta que tenían?*:
246_01	Nombra un rey entre nosotros para que luchemos en el camino de Allah.Dijo: Pudiera ser que si se os manda ir
246_02	a luchar no lo hagáis; contestaron: ¿Cómo podríamos dejar de combatir en el camino de Allah cuando nos han expulsado de
246_03	nuestros hogares y separado de nuestros hijos?Sin embargo, cuando se les ordenó combatir, todos, excepto unos pocos, se echaron atrás.Allah conoce a los injustos.
247_00	Su profeta les dijo: Allah os ha designado como rey a Talut.Dijeron: ¿Cómo puede corresponderle a él reinar sobre nosotros, si tenemos
247_01	más derecho que él y ni siquiera le ha sido dada una gran riqueza?.Dijo: La verdad es que Allah lo ha elegido
247_02	a él entre vosotros y le ha dado gran conocimiento y corpulencia. Allah concede Su soberanía a quien quiere.Allah es Espléndido y Conocedor.
248_00	Su profeta les dijo: La señal de su soberanía, será que os traerá el Arca*, llevada por los ángeles, en la que hay
248_01	sosiego procedente de vuestro Señor y también una reliquia de la familia de Musa y Harún.Realmente, ahí tenéis un signo si sois creyentes.
249_00	Y habiendo salido Talut de expedición con el ejército, dijo: Allah va a poneros a prueba con un río: el que beba de su agua no será de los míos y el que no la pruebe o tome sólo un poco con la mano será de los míos.
249_01	Todos, a excepción de unos pocos, bebieron.
249_02	Y cuando él y los que con él creían, hubieron atravesado el río, dijeron: Hoy no podemos hacer nada ante Yalut* y sus ejércitos.Y dijeron los que tenían certeza del encuentro con Allah: ¡Cuántos grupos pequeños en número vencieron a ejércitos numerosos con el permiso de Allah!
249_03	Allah está con los pacientes.
250_00	Cuando aparecieron en el campo de batalla ante Yalut y sus huestes, dijeron: ¡Señor nuestro, danos paciencia, afirma nuestros pasos y ayúdanos contra la nación de los que no creen!
251_00	Y los derrotaron con permiso de Allah.
251_01	Daud mató a Yalut y Allah le concedió la soberanía y la sabiduría; y le enseñó lo que quiso. Si no fuera porque Allah hace que unos hombres impidan el mal a otros, la tierra se corrompería, pero Allah es Dueño de favor para todos los seres creados.
252_00	Estos son los signos de Allah que te contamos con la verdad y tú eres, realmente, uno de los mensajeros.
253_00	Así son los mensajeros. Hemos favorecido a unos sobre otros: Hubo algunos a los que Allah les habló y a
253_01	otros los elevó en grados.A Isa, hijo de Maryam, le dimos pruebas evidentes y lo reforzamos con el Espíritu Puro*.
253_02	Y si Allah hubiera querido, sus seguidores no habrían luchado entre sí, después de tener las pruebas evidentes; sin embargo
253_03	entraron en discordia.Una parte de ellos cree y otra parte no; si Allah quisiera no lucharían entre sí, pero Allah hace lo quiere.
254_00	¡Creyentes!
254_01	Gastad de lo que os damos antes de que llegue un día en el que no haya comercio ni amistad y nadie pueda interceder por nadie.Los injustos son los que se niegan a creer.
255_00	Allah, no hay dios sino Él, el Viviente, el Sustentador*.Ni la somnolencia ni el sueño Le afectan.
255_01	Suyo es cuanto hay en los cielos y cuanto hay en la tierra.¿Quién puede interceder por alguien ante Él, si no es con Su permiso?
255_02	Sabe lo que hay ante ellos y lo que hay tras ellos*, y no abarcan nada de Su conocimiento a menos que Él quiera.El escabel de Su trono abarca los cielos y la tierra y no Le causa fatiga mantenerlos. Él es el Elevado, el Inmenso.
256_00	No hay coacción en la práctica de Adoración*, pues ha quedado claro cual es la buena dirección y cual el extravío.Quien niegue a los ídolos* y crea en Allah, se habrá aferrado a lo más seguro que uno puede asirse, aquello en lo que no cabe ninguna fisura.
256_01	Y Allah es Oyente y Conocedor.
257_00	Allah es Amigo de los que creen; los saca de las tinieblas a la luz.
257_01	Pero los incrédulos tienen como amigos a los taguts que los sacan de la luz a las tinieblas; ésos son los compañeros del Fuego donde serán inmortales.
258_00	¿No has visto a aquel* que, porque Allah le había dado soberanía, desafió a lbrahim discutiéndole a su Señor?Dijo Ibrahim: Mi
258_01	Señor da la vida y da la muerte.Dijo él: Yo doy la vida y doy la muerte.Dijo Ibrahim: Allah trae el
258_02	sol desde el oriente, tráelo tú desde occidente.Y quedó confundido el que se negaba a creer.Allah no guía a los que son injustos.
259_00	O como aquel que pasó por una ciudad en ruinas y dijo: ¿Cómo le devolvería Allah la vida después de muerta?Entonces Allah lo hizo morir y pasados cien años lo devolvió a la vida.
259_01	Dijo: ¿Cuánto has estado así?
259_02	Contestó: Un día o parte de un día.
259_03	Dijo: No. Has estado cien años; pero mira cómo tu comida y tu bebida no se han estropeado y mira tu asno*.Todo ha sido para hacer de ti un signo que la gente pudiera ver. Mira cómo componemos de nuevo los huesos y los revestimos de carne.Y cuando lo vio con claridad, dijo: Es verdad que Allah es Poderoso sobre todas las cosas.
260_00	Y cuando lbrahim dijo: ¡Señor mío!
260_01	Déjame ver cómo resucitas lo que está muerto.Dijo: ¿Acaso no crees?Dijo: Por supuesto que sí, pero es para que mi corazón se tranquilice.Dijo: Toma, entonces, cuatro pájaros distintos, córtalos en pedazos y, a continuación, pon un pedazo en cada monte y luego llámalos.
260_02	Vendrán a ti en el acto.Y sabe que Allah es Poderoso y Sabio.
261_00	Los que gastan sus bienes en el camino de Allah se parecen a un grano que produce siete espigas y cada una de las espigas lleva cien granos.
261_01	Así multiplica Allah a quien Él quiere; Allah es Espléndido y Conocedor.
262_00	Los que gastan sus bienes en el camino de Allah y luego no lo echan en cara ni lo
262_01	acompañan de ningún agravio, tendrán su recompensa junto a su Señor y no tendrán que temer ni se entristecerán.
263_00	Una palabra conveniente y perdón, es mejor que una limosna acompañada de agravio. Allah es Rico e Indulgente.
264_00	¡Creyentes!
264_01	No hagáis que vuestras limosnas pierdan su valor porque las echéis en cara o causéis un perjuicio por ellas; como aquél que da de su riqueza por aparentar ante la gente, pero no cree en Allah ni en el Último Día.Es como una roca sobre la que hay tierra y le cae un aguacero dejándola desnuda.
264_02	No pueden beneficiarse de nada de lo que obtuvieron.Y Allah no guía a la gente incrédula.
265_00	Los que gastan sus bienes buscando la satisfacción de Allah y siendo una confirmación procedente de sí mismos, se parecen a un jardín frondoso y elevado
265_01	sobre el que cae un aguacero y da sus frutos multiplicándose por dos; y si no le cae el aguacero tiene el rocío.Allah ve lo que hacéis.
266_00	¿Acaso le gustaría a uno de vosotros tener un jardín de palmeras y vides por el que corrieran ríos y en el que hubiera toda clase de frutos
266_01	y que siendo ya viejo y con una descendencia aún débil, viniera un torbellino de fuego y le quemara el jardín?Así os aclara Allah los signos; ojalá reflexionéis.
267_00	¡Vosotros que creéis!
267_01	Dad de las cosas buenas que habéis obtenido y de lo que hemos hecho salir para vosotros de la tierra y no escojáis intencionadamente lo que, de ello, sea despreciable para darlo, cuando vosotros mismos no lo aceptaríais a no ser con los ojos cerrados.Y sabed que Allah es Rico, en Sí mismo alabado.
268_00	El Shaytán os infunde temor con la miseria y os manda la avaricia, pero Allah os promete perdón de Su parte y favor.Y Allah es Espléndido, Conocedor.
269_00	Da la Sabiduría a quien quiere, y a quien se le da la Sabiduría se le ha dado mucho bien. Pero no recapacitan sino los que saben reconocer lo esencial.
270_00	Cualquier beneficio que hagáis o cualquier promesa que os impongáis, Allah lo conoce.No habrá quien auxilie a los injustos.
271_00	Si dais limosnas públicamente es bueno, pero si las ocultáis y se las dais a los necesitados, será
271_01	mejor para vosotros; y os cubriremos parte de vuestras malas acciones.Allah está perfectamente informado de lo que hacéis.
272_00	No te incumbe a ti guiarlos, sino que Allah guía a quien quiere.
272_01	El bien que déis es para vosotros mismos. Y no lo hacéis sino buscando la faz de Allah.Lo bueno que gastéis os será devuelto aumentado y no se os hará injusticia.
273_00	(Y que sea) para los necesitados que se encuentran impedidos en el camino de Allah sin poder desplazarse por la tierra.El ignorante los toma por ricos a causa de su continencia.Los conocerás por sus señas, ellos no piden a la gente importunándoles.El bien que gastéis...
273_01	Allah lo conoce.
274_00	Aquellos que dan de sus bienes día y noche, en secreto y en público, tendrán su recompensa junto a su Señor y no tendrán que temer ni se entristecerán.
275_00	Los que comen usura no se levantarán* sino como se levanta en un ataque de locura el que ha sido tocado por el Shaytán.Eso es porque dicen: La usura es como el comercio.Sin embargo Allah ha hecho lícito el comercio y ha prohibido la usura.Así pues, al que le llegue el aviso de su Señor y desista, podrá quedarse con lo que esté ya consumado y su caso se remitirá a Allah.
275_01	Pero quien reincida...
275_02	Esos son los compañeros del Fuego donde serán inmortales.
276_00	Allah hace inútil la usura pero da incremento* a lo que se da con generosidad; Allah no ama a ningún renegado, ni a ningún malvado.
277_00	Quienes creen, practican las acciones de bien, establecen el salat y entregan el zakat, tendrán la
277_01	recompensa que les corresponda junto a su Señor y no tendrán que temer ni se entristecerán.
278_00	¡Vosotros los que creéis! Temed a Allah y renunciad a cualquier beneficio de usura que os quede, si sois creyentes.
279_00	Y si no lo hacéis, sabed que Allah y Su Mensajero os han declarado la guerra.Pero si os volvéis atrás, conservaréis vuestro capital. Y no seréis injustos ni sufriréis injusticia.
280_00	Y si está en dificultad*, concededle un plazo de espera hasta un momento de desahogo, aunque es mejor para vosotros que renuncieis generosamente.
281_00	Y temed el día en el que regreséis a Allah.Entonces cada uno recibirá lo que se haya ganado y nadie será objeto de injusticia.
282_00	¡Vosotros que creéis! Cuando tratéis entre vosotros un préstamo con plazo de devolución, ponedlo por escrito; y que esto lo haga, con equidad, uno
282_01	de vosotros que sepa escribir.Que nadie que sepa, se niegue a hacerlo, escribiendo como Allah le enseñó.Y que le dicte el que contrae la
