001_00	Alif, Lam, Mim.
174_00	Y regresaron* con una gracia de Allah y favor, ningún mal les había tocado. Siguieron lo que complace a Allah y Allah es Dueño de un favor inmenso.
175_00	Así es con vosotros el Shaytán, os atemoriza con sus amigos. Pero, si sois creyentes, no les temáis a ellos, temedme a Mí.
176_00	Y que no te entristezcan los que se precipitan a la incredulidad; ellos no perjudicarán a Allah en absoluto. Allah quiere que no tengan parte en la Última Vida.
176_01	Tendrán un castigo inmenso.
177_00	Aquéllos que adquirieron la incredulidad a cambio de la creencia no perjudicarán a Allah en absoluto y tendrán un castigo doloroso.
178_00	Que no piensen los que se niegan a creer que el hecho de que les prolonguemos la vida es un bien para sus almas. Les concedemos este plazo para que aumenten en delito. Tendrán un castigo envilecedor.
179_00	Allah no va a dejar a los creyentes tal y como estáis, hasta que no distinga al malo del bueno; y Allah no os va a revelar el No-Visto.
179_01	Sin embargo Allah elige de entre Sus mensajeros a quien quiere.
179_02	Así pues, creed en Allah y en Sus mensajeros. Y si creéis y sois temerosos, tendréis una inmensa recompensa.
180_00	Que aquéllos que retienen con avaricia el favor que Allah les ha concedido no piensen que eso es bueno para ellos; porque, por el contrario, es un mal.
180_01	Todo lo que escatimaron lo tendrán alrededor del cuello el Día del Levantamiento.Y la herencia de los cielos y la tierra pertenece a Allah.Allah conoce lo más recóndito de vuestras acciones.
181_00	Y así fue como Allah oyó la palabra de quienes dijeron: Allah es pobre y nosotros somos ricos.
181_01	Escribiremos lo que dijeron y que mataron a los profetas sin razón, y diremos: ¡Gustad el castigo del Hariq!*
182_00	Eso (será) por lo que sus manos hayan presentado y porque Allah no es en absoluto injusto con los siervos.
183_00	(Son) los que dijeron: Allah pactó con nosotros que no creyéramos en ningún mensajero hasta que no nos trajera una ofrenda que el fuego consumiera*.
183_01	Di: Antes de mí ya vinieron a vosotros mensajeros con las pruebas evidentes y con lo que habéis dicho. Si decís la verdad, ¿Por qué entonces los matasteis?
184_00	Y si dicen que mientes... Ya dijeron lo mismo de mensajeros anteriores a ti que habían venido con las pruebas evidentes, las Escrituras y el Libro luminoso.
185_00	Toda alma probará la muerte.
185_01	Y el Día del Levantamiento se os pagará cumplidamente la retribución que os corresponda. Quien sea alejado del Fuego e introducido en el Jardín, habrá triunfado. La vida de este mundo no es sino el disfrute engañoso de lo que se acaba.
186_00	Os pondremos a prueba en lo que afecta a vuestras riquezas y personas. Y por cierto que oiréis mucho mal por parte de los que recibieron el Libro antes que vosotros y por parte de los asociadores;
186_01	pero si sois pacientes y teméis (a Allah), eso es parte de las cosas para las que se requiere determinación.
187_00	Y cuando Allah exigió el Compromiso a los que habían recibido el Libro: "Lo explicaréis claramente a los hombres
187_01	y no lo ocultaréis"; pero ellos le dieron la espalda y lo vendieron a bajo precio.¡Qué malo es lo que adquirieron!
188_00	No pienses que los que se regocijan por lo que han hecho y les gusta que se les alabe por lo que no han hecho, están a salvo del castigo, porque no lo están.
188_01	Tendrán un castigo doloroso.
189_00	De Allah es la soberanía de los cielos y la tierra y Allah tiene poder sobre todas las cosas.
190_00	Es cierto que en la creación de los cielos y la tierra y en la sucesión del día y la noche, hay signos para los que saben reconocer la esencia de las cosas.
191_00	Los que recuerdan a Allah de pie, sentados y acostados y reflexionan sobre la creación de los cielos y la tierra: ¡Señor nuestro! No creaste todo esto en vano.¡Gloria a Ti!
191_01	Presérvanos del castigo del Fuego.
192_00	¡Señor nuestro! Es cierto que a quien pongas en el Fuego lo habrás degradado. Y no hay quien auxilie a los injustos.
193_00	¡Señor nuestro! Hemos oído a alguien que llamaba a creer: ¡Creed en vuestro Señor!
193_01	Y hemos creído. ¡Señor nuestro! Perdónanos nuestras faltas, cubre nuestras malas acciones y llévanos, al morir, en compañía de los justos.
194_00	¡Señor nuestro! Danos lo que nos has prometido con Tus mensajeros y no nos desprecies el Día del Levantamiento; es cierto que Tú no faltas a lo prometido.
195_00	Y su Señor les responde: No dejaré que se pierda lo que haya hecho ninguno de vosotros, sea varón o hembra.
195_01	Unos procedéis de otros. Y a quienes emigraron, tuvieron que dejar sus casas, fueron perjudicados en Mi camino, combatieron y fueron matados, les cubriré sus malas acciones y los pondré en jardines por cuyo suelo corren los ríos como recompensa de parte de Allah.
195_02	Y Allah tiene junto a Sí la "hermosa recompensa".
196_00	Que no te llame a engaño la libertad de movimientos* por el país de los que no creen.
197_00	Es un disfrute exiguo y luego su morada será Yahannam.¡Qué mal lecho!
198_00	Sin embargo los que teman a su Señor, tendrán jardines por cuyo suelo corren los ríos y en los que serán in mortales, como hospedaje que Allah les dará junto a Él.
198_01	Pero lo que hay junto Allah es mejor para los justos.
199_00	Entre la gente del Libro hay quien cree en Allah, así como en lo que se os ha hecho descender y en lo que se les hizo descender a ellos, son humildes ante Allah y no venden los signos de Allah a bajo precio.
199_01	Esos tendrán la recompensa que les corresponda ante su Señor; ciertamente Allah es Rápido en tomar cuenta de las acciones.
200_00	¡Vosotros que creéis! Sed pacientes, tened más aguante*, manteneos firmes* y temed a Allah para que podáis tener éxito*.
