001_00	Elif, Lam, Mim.
144_00	Yüzünü göğe çevirip durduğunu görüyoruz.
144_01	Hoşnud olacağın kıbleye seni elbette çevireceğiz.
144_02	Artık yüzünü Mescid-i Haram semtine çevir; bulunduğunuz yerde yüzlerinizi o yöne çevirin. Doğrusu Kitap verilenler, bunun Rab'lerinden bir gerçek olduğunu bilirler. Allah onların yaptıklarından gafil değildir.
145_00	Sen, Kitap verilenlere her türlü delili getirsen, yine de kıblene uymazlar; sen de onların kıblesine uyacak değilsin.
145_01	Onlar birbirlerinin kıblesine de uymazlar. And olsun ki, eğer sana gelen ilimden sonra onların heveslerine uyarsan, şüphesiz o zaman zulmedenlerden olursun.
146_00	Kendilerine Kitap verdiklerimiz, onu (peygamberi) oğullarını tanıdıkları gibi tanırlar. Onlardan bir takımı, doğrusu bile bile hakkı gizlerler.
147_00	Gerçek Rabb'indendir, sakın şüphelenenlerden olma.
148_00	Herkesin yöneldiği bir yön vardır. Hayırlı işlerde birbirinizle yarışın. Nerede olursanız olun Allah sizi bir araya toplar, Allah şüphesiz her şeye Kadir'dir.
149_00	Her nereden yola çıkarsan, yüzünü Mescid-i Haram semtine çevir, şüphesiz bu Rabbinden bir haktır. Allah, yaptıklarınızdan gafil değildir.
150_00	Her nereden çıkarsan, yüzünü Mescid-i Haram semtine çevir.
150_01	İnsanların zulmedenlerinden başkalarının size karşı gösterecekleri bir hüccet olmaması için, her nerede olursanız, yüzlerinizi oranın semtine çevirin, bu hususta onlardan korkmayın.
150_02	Benden korkun da size olan nimetimi tamamlayayım. Böylece doğru yolu bulursunuz.
151_00	Nitekim Biz size, ayetlerimizi okuyacak, sizi her kötülükten arıtacak, size
151_01	kitabı ve hikmeti öğretecek ve bilmediklerinizi bildirecek aranızdan, bir Peygamber gönderdik.
152_00	Artık Beni anın, Ben de sizi anayım; Bana şükredin, nankörlük etmeyin.
153_00	Ey İnananlar! Sabır ve namazla yardım dileyin. Allah, muhakkak ki sabredenlerle beraberdir.
154_00	Allah yolunda öldürülenlere "Ölüler" demeyin, zira onlar diridirler, fakat siz farkında değilsiniz.
155_00	Muhakkak sizi biraz korku, biraz açlık ve mallardan, canlardan, ürünlerden biraz eksiltmekle deneriz, sabredenleri müjdele.
156_00	Onlara bir musibet geldiğinde: "Biz Allah'ınız ve elbette O'na döneceğiz" derler.
157_00	Rablerinin mağfiret ve rahmeti onlaradır. O'nun yolunda olanlar da onlardır.
158_00	Şüphesiz Safa ile Merve Allah'ın nişanelerindendir. Kim Kabe'yi hacceder veya umre yaparsa, bu ikisini de tavaf etmesinde bir beis yoktur.
158_01	Kim gönülden iyilik yaparsa, karşılığını görür. Doğrusu Allah şükrün karşılığını verendir ve bilendir.
159_00	İndirdiğimiz belgeleri ve doğru yolu Kitab'da insanlara açıkladıktan sonra, gizleyen kimseler var ya, onlara hem Allah lanet eder, hem lanetçiler lanet eder, ancak tevbe edenler, ıslah olanlar ve gerçeği ortaya koyanlar müstesna; işte onların tevbesini kabul ederim.
159_01	Ben, tevbeleri daima kabul ve merhamet edenim.
160_00	İndirdiğimiz belgeleri ve doğru yolu Kitab'da insanlara açıkladıktan sonra, gizleyen kimseler var ya, onlara hem Allah lanet eder, hem lanetçiler lanet eder, ancak tevbe edenler, ıslah olanlar ve gerçeği ortaya koyanlar müstesna; işte onların tevbesini kabul ederim. Ben, tevbeleri daima kabul ve merhamet edenim.
161_00	İnkar edip de o halde ölenler var ya, işte, Allah'ın, meleklerin, insanların hepsinin laneti onlaradır.
162_00	Lanette temellidirler, onlardan azab hafifletilmez ve onların azabı geciktirilmez.
163_00	Tanrınız bir tek Tanrıdır. O, merhamet eden, merhametli olandan başka Tanrı yoktur.
164_00	Göklerin ve yerin yaratılmasında, gece ile gündüzün birbiri ardınca gelmesinde, insanlara yararlı şeylerle denizde
164_01	süzülen gemilerde, Allah'ın gökten indirip yeri ölümünden sonra dirilttiği suda, her türlü canlıyı orada
164_02	yaymasında, rüzgarları ve yerle gök arasında emre amade duran bulutları döndürmesinde, düşünen kimseler için deliller vardır.
165_00	İnsanlar arasında, Allah'ı bırakıp, O'na koştukları eşleri tanrı olarak benimseyenler ve onları, Allah'ı severcesine sevenler vardır.
165_01	Müminlerin Allah'ı sevmesi ise hepsinden kuvvetlidir. Zalimler azabı gördükleri zaman, bütün kuvvetin Allah'a aid bulunacağını ve Allah'ın azabının şiddetli olduğunu keşke bilselerdi!
166_00	Nitekim, kendilerine uyulanlar, azabı görünce uyanlardan uzaklaşacaklar ve aralarındaki bağlar kopacaktır.
167_00	Uyanlar: "Keşke bizim için dünyaya bir dönüş olsa da, bizden uzaklaştıkları gibi biz de onlardan uzaklaşsak" derler.
167_01	Böylece Allah onlara, hasretini çekecekleri işlerini gösterir. Onlar cehennemden çıkmayacaklardır.
168_00	Ey İnsanlar! Yeryüzündeki temiz ve helal şeylerden yiyin, şeytana ayak uydurmayın, zira o sizin için apaçık bir düşmandır.
169_00	Muhakkak size, kötülüğü, hayasızlığı, Allah'a karşı da bilmediğiniz şeyi söylemenizi emreder.
170_00	Onlara: "Allah'ın indirdiğine uyun" denilince, "Hayır, atalarımızı yapar bulduğumuz şeye uyarız"
170_01	derler; ya ataları bir şey akledemeyen ve doğru olmayan kimseler idiyseler?
171_00	İnkar edenlerin durumu, çağırma ve bağırmadan başkasını duymayarak haykıran gibidir. Sağırdırlar, dilsizdirler, kördürler, bu yüzden akledemezler.
172_00	Ey İnananlar! Sizi rızıklandırdığımızın temizlerinden yiyin; yalnız Allah'a kulluk ediyorsanız, O'na şükredin.
173_00	Şüphesiz size ölü hayvan etini, kanı, domuz etini, Allah'tan başkası için kesilen hayvanı haram kılmıştır; fakat, darda kalana, başkasının payına el uzatmamak ve zaruret miktarını aşmamak üzere günah sayılmaz.
173_01	Çünkü Allah bağışlayandır, merhamet edendir.
174_00	Gerçekten, Allah'ın indirdiği Kitap'tan bir şeyi gizlemede bulunup onu az bir değere değişenler var ya, onların karınlarına tıkındıkları ancak ateştir.
174_01	Allah kıyamet günü onlarla konuşmaz ve onları günahlardan arıtmaz. Onlara elem verici azab vardır.
175_00	Onlar doğruluk yerine sapıklığı, mağfiret yerine azabı alanlardır.
176_00	Bu da, Allah'ın Kitab'ı doğru olarak indirmesinden ileri geliyor. Kitap hakkında ayrılığa düşenler doğrusu derin bir çıkmazdadırlar.
177_00	Yüzlerinizi doğudan yana ve batıdan yana çevirmeniz iyi olmak demek değildir;
177_01	Lakin iyi olan, Allah'a, ahiret gününe, meleklere, Kitap'a, peygamberlere inanan, O'nun
177_02	sevgisiyle, yakınlarına, yetimlere, düşkünlere, yolculara, yoksullara ve köleler uğrunda mal veren,
177_03	namaz kılan, zekat veren ve ahidleştiklerinde ahidlerine vefa gösterenler, zorda, darda
177_04	ve savaş alanında sabredenlerdir. İşte onlar doğru olanlardır ve sakınanlar ancak onlardır.
178_00	Ey İnananlar!
178_01	Öldürülenler hakkında size kısas farz kılındı: Hür ile hür insan, köle ile köle ve kadın ile kadın.
178_02	Öldüren, ölenin kardeşi tarafından bağışlanmışsa, kendisine örfe uymak ve bağışlayana güzellikle diyet ödemek gerekir. Bu, Rabbiniz'den bir hafifletme ve rahmettir. Bundan sonra tecavüzde bulunana elem verici azab vardır.
179_00	Ey akıl sahibleri! Kısasta sizin için hayat vardır. Artık, Allah'a karşı gelmekten sakınırsınız.
180_00	Birinize ölüm geldiği zaman, eğer mal bırakıyorsa, ana babaya, yakınlara, uygun bir tarzda vasiyet etmesi Allah'a karşı gelmekten sakınanlara bir borç olarak size farz kılındı.
181_00	Vasiyeti işittikten sonra değiştiren olursa, bunun günahı değiştirenin üzerinedir. Allah şüphesiz işitir ve bilir.
182_00	Vasiyet edenin yanılacağından veya günaha gireceğinden endişe duyan kimse, ilgililerin arasını düzeltirse ona günah yoktur. Allah şüphesiz bağışlar ve merhamet eder.
183_00	Ey İnananlar! Oruç, sizden öncekilere farz kılındığı gibi, Allah'a karşı gelmekten sakınasınız diye, size sayılı günlerde farz kılındı. İçinizden hasta olan veya yolculukta bulunan, tutamadığı günlerin sayısınca diğer günlerde tutar. Oruca dayanamıyanlar, bir düşkünü doyuracak kadar fidye verir. Kim gönülden iyilik yaparsa o iyilik kendisinedir. Oruç tutmanız eğer bilirseniz sizin için hayırlıdır.
184_00	Ey İnananlar! Oruç, sizden öncekilere farz kılındığı gibi, Allah'a karşı gelmekten sakınasınız diye, size sayılı günlerde farz kılındı. İçinizden hasta olan veya yolculukta bulunan, tutamadığı günlerin sayısınca diğer günlerde tutar.
184_01	Oruca dayanamıyanlar, bir düşkünü doyuracak kadar fidye verir. Kim gönülden iyilik yaparsa o iyilik kendisinedir. Oruç tutmanız eğer bilirseniz sizin için hayırlıdır.
185_00	Ramazan ayı, ki onda Kuran, insanlara yol gösterici ve doğruyu yanlıştan ayırıcı belgeler olarak indirildi.
185_01	Sizden bu ayı idrak eden, onda oruç tutsun; hasta veya yolculukta olan, tutamadığı günlerin sayısınca diğer günlerde tutsun.
185_02	Allah size kolaylık ister, zorluk istemez. Bu kolaylıkları, sayıyı tamamlamanız ve size yol gösterdiğine karşılık O'nu ululamanız için meşru kılmıştır; ola ki şükredersiniz.
186_00	Kullarım sana Beni sorarlarsa, bilsinler ki Ben, şüphesiz onlara yakınım. Benden isteyenin, dua ettiğinde duasını kabul ederim. Artık onlar da davetimi kabul edip Bana inansınlar ki doğru yolda yürüyenlerden olsunlar.
187_00	Oruç tuttuğunuz günlerin gecesi kadınlarınıza yaklaşmanız size helal kılındı, onlar sizin örtünüz, siz de onların örtülerisiniz.
187_01	Allah, nefsinize güvenemiyeceğinizi biliyordu, bu sebeple tevbenizi kabul edip sizi affetti; artık onlara yaklaşabilirsiniz.
187_02	Allah'ın sizin için takdir ettiğini dileyin.
187_03	Tan yerinde, beyaz iplik siyah iplikten sizce ayırdedilinceye kadar, yiyin için, sonra orucu geceye kadar tamamlayın.
187_04	Mescidlerde itikafa çekildiğinizde kadınlarınıza yaklaşmayın. Allah insanlara yasaklardan sakınsınlar diye ayetlerini böylece apaçık bildirir.
188_00	Aranızda mallarınızı haksızlıkla yemeyin; bildiğiniz halde günaha girerek insanların mallarından bir kısmını yemek için onu hakimlere aktarmayın.
189_00	Sana hilal halindeki ayları sorarlar. De ki: "Onlar, insanların ve hac vakitlerinin ölçüsüdür".
189_01	Evlere arkalarından girmeniz iyilik değildir; iyi kimse kötülükten sakınan kimsedir. Evlere kapılarından girin; Allah'tan sakının ki muradınıza erersiniz.
190_00	Sizinle savaşanlarla Allah yolunda savaşın, aşırı gitmeyin; doğrusu Allah aşırı gidenleri sevmez.
191_00	Onları bulduğunuz yerde öldürün. Sizi çıkardıkları yerden siz de onları çıkarın. Fitne çıkarmak, adam öldürmekten daha kötüdür.
191_01	Mescidi Haram'ın yanında, onlar savaşmadıkça siz de onlarla savaşmayın. Sizinle savaşırlarsa onları öldürün. İnkar edenlerin cezası böyledir.
192_00	Vazgeçerlerse onları bağışlayın; şüphesiz Allah bağışlar ve merhamet eder.
193_00	Fitne kalmayıp, yalnız Allah'ın dini ortada kalana kadar onlarla savaşın. Eğer vazgeçerlerse sataşmayın. Zulmedenlerden başkasına düşmanlık yoktur.
194_00	Hürmetli ay, hürmetli aya mukabildir, hürmetler karşılıklıdır; o halde, size tecavüz edene (saldırana), size saldırdıkları gibi saldırın.
194_01	Allah'tan sakının ve Allah'ın sakınanlarla beraber olduğunu bilin.
195_00	Allah yolunda sarf edin, kendinizi kendi elinizle tehlikeye atmayın, işlerinizi iyi yapın. Şüphesiz Allah iyi iş yapanları sever.
196_00	Başladığınız hac ve umreyi Allah için tamamlayın.
196_01	Alıkonursanız, kolayınıza gelen bir kurban gönderin.
196_02	Kurban, yerine ulaşıncaya kadar, başlarınızı tıraş etmeyin.
196_03	İçinizde hasta olan veya başından rahatsız bulunan varsa fidye olarak ya oruç tutması, ya sadaka vermesi ya da kurban kesmesi gerekir.
196_04	Güven içinde olursanız, hacca kadar umreden faydalanabilen kimseye kolayına gelen bir kurban kesmek, bulamayana, hac esnasında üç gün ve döndüğünüzde yedi gün, ki o tam on gündür oruç tutmak gerekir. Bu, ailesi Mescidi Haram'da oturmayan kimseler içindir. Allah'tan sakının ve Allah'ın cezasının şiddetli olacağını bilin.
197_00	Hac bilinen aylardadır. O aylarda hacca girişen kimse bilmelidir ki, hacda kadına yaklaşmak, sövüşmek, dövüşmek yoktur. Ne iyilik yaparsanız Allah onu bilir.
197_01	Kendinize azık edinin, şüphe yok ki azığın en iyisi Allah korkusudur. Ey akıl sahibleri! Benden korkun.
198_00	Rabbiniz'den refah istemenizde bir engel yoktur.
198_01	Arafat'tan indiğinizde, Allah'ı Meşari Haram'da anın; O'nu, size gösterdiği şekilde zikredin. Nitekim siz önceleri hiç şüphesiz sapıklardandınız.
199_00	Sonra, insanların toplu olarak akın ettiği yerden, siz de akın edin. Allah'tan mağfiret dileyin. Allah bağışlar ve merhamet eder.
200_00	Hac ibadetinizi bitirdiğinizde, babalarınızı andığınız gibi, hatta ondan daha kuvvetli bir anışla Allah'ı anın.
200_01	"Rabbimiz! Bize sadece dünyada ver" diyen insanlar vardır, öylesine, ahirette bir pay yoktur.
201_00	"Rabbimiz! Bize dünyada iyiyi, ahirette de iyiyi ver, bizi ateşin azabından koru" diyenler vardır.
202_00	İşte onlara, kazançlarından ötürü karşılık vardır. Allah hesabı çabuk görür.
203_00	Allah'ı sayılı günlerde anın. Günahtan sakınan kimseye, acele edip, Mina'daki ibadeti iki günde bitirirse günah yoktur, geri kalsa da günah yoktur.
203_01	Allah'tan sakının. O'nun katında toplanacağınızı bilin.
204_00	Dünya hayatına dair konuşması senin hoşuna giden, pek azılı düşman iken, kalbinde olana Allah'ı şahid tutan, işbaşına geçince, yeryüzünde bozgunculuk yapmaya, ekin ve nesli yok etmeğe çabalayan insanlar vardır. Allah bozgunculuğu sevmez.
205_00	Dünya hayatına dair konuşması senin hoşuna giden, pek azılı düşman iken, kalbinde olana Allah'ı şahid tutan, işbaşına geçince, yeryüzünde bozgunculuk yapmaya, ekin ve nesli yok etmeğe çabalayan insanlar vardır. Allah bozgunculuğu sevmez.
206_00	Ona: "Allah'tan sakın" denince, gururu kendisine günah işletir, artık ona cehennem yetişir, ne kötü yataktır!..
207_00	İnsanlar arasında, Allah'ın rızasını kazanmak için canını verenler vardır. Allah kullarına karşı şefkatlidir.
208_00	Ey İnananlar! Hep birden barışa girin, şeytana ayak uydurmayın, o sizin apaçık düşmanınızdır.
209_00	Size belgeler geldikten sonra kayarsanız, biliniz ki Allah güçlüdür, Hakim'dir.
210_00	Onlar, bulut gölgeleri içinde, Allah'ın azabının ve meleklerin tepelerine inip işin bitmesini mi bekliyorlar? Bütün işler Allah'a dönecektir.
211_00	İsrailoğullarına sor; onlara apaçık nice ayetler verdik, Allah'ın nimetini, kendisine geldikten sonra kim değiştirirse, bilsin ki, Allah'ın cezası şüphesiz şiddetlidir.
212_00	İnkar edenlere, dünya hayatı güzel görünür, onlar, inananlarla alay ederler, oysa, Allah'a karşı gelmekten sakınanlar kıyamet günü onların üstünde olacaklardır.
212_01	Allah dilediğini hesabsız şekilde rızıklandırır.
213_00	İnsanlar bir tek ümmetti.
213_01	Allah peygamberleri müjdeci ve uyarıcı olarak gönderdi; insanların ayrılığa düşecekleri hususlarda aralarında hüküm vermek için onlarla birlikte hak Kitaplar indirdi.
213_02	Ancak Kitap verilenler, kendilerine belgeler geldikten sonra, aralarındaki ihtiras yüzünden onda ayrılığa düştüler.
213_03	Allah, inananları, ayrılığa düştükleri gerçeğe kendi izni ile eriştirdi. Allah dilediğini doğru yola eriştirir.
214_00	Sizden önce gelenlerin durumu sizin başınıza gelmeden cennete gireceğinizi mi zannettiniz?
214_01	Peygamber ve onunla beraber müminler: "Allah'ın yardımı ne zaman?" diyecek kadar darlığa ve zorluğa uğramışlar ve sarsılmışlardı; iyi bilin ki Allah'ın yardımı şüphesiz yakındır.
215_00	Sana, ne sarfedeceklerini sorarlar, de ki: "Sarfedeceğiniz mal, ana baba, yakınlar, yetimler, düşkünler, yolcular içindir.
215_01	Yaptığınız her iyiliği Allah şüphesiz bilir".
216_00	Savaş, hoşunuza gitmediği halde size farz kılındı.
216_01	İhtimal ki hoşlanmadığınız şey sizin iyiliğinizedir ve ihtimal ki sevdiğiniz bir şey sizin kötülüğünüzedir. Siz bilmezsiniz, Allah bilir.
217_00	Sana hürmet edilen ayı, o aydaki savaşı sorarlar.
217_01	De ki: "O ayda savaşmak büyük suçtur.
217_02	Allah yolundan alıkoymak, O'nu inkar etmek, Mescidi Haram'a engel olmak ve halkını oradan çıkarmak Allah katında daha büyük suçtur.
217_03	Fitne çıkarmak ise öldürmekten daha büyüktür".
217_04	Güçleri yeterse, dininizden döndürünceye kadar sizinle savaşa devam ederler. İçinizden dininden dönüp kafir olarak ölen olursa, bunların işleri dünya ve ahirette boşa gitmiş olur. İşte cehennemlikler onlardır, onlar orada temellidirler.
218_00	İnananlar, hicret edenler ve Allah yolunda cihad edenler Allah'ın rahmetini umarlar. Allah bağışlar ve merhamet eder.
219_00	Sana içki ve kumarı sorarlar, de ki: "İkisinde hem büyük günah ve hem insanlara bazı faydalar vardır. Günahları faydasından daha büyüktür".
219_01	Ne sarfedeceklerini sana sorarlar, de ki: "Artanı". Böylece Allah, dünya ve ahiret hususunda düşünesiniz diye size ayetleri açıklar.
220_00	Sana yetimleri sorarlar, de ki: "Onların işlerini düzeltmek hayırlıdır". Eğer onlarla bir arada yaşarsanız, artık onlar sizin kardeşlerinizdir.
220_01	Allah düzeltenden bozanı ayırdetmesini bilir. Allah dileseydi sizi zora sokardı. Allah şüphesiz güçlüdür, Hakim'dir.
221_00	Allah'a eş koşan kadınlarla onlar imana gelinceye kadar evlenmeyin.
221_01	İnanan bir cariye, hoşunuza gitse de ortak koşan bir kadından daha iyidir.
221_02	İnanmalarına kadar; ortak koşan erkeklerle mümin kadınları evlendirmeyin. İnanan bir köle, hoşunuza gitmiş olsa da, ortak koşan bir erkekten daha iyidir. İşte onlar ateşe çağırırlar, Allah ise izniyle cennete ve mağfirete çağırır ve insanlara ibret alsınlar diye ayetlerini açıklar.
222_00	Sana, kadınların aybaşı hali hakkında da sorarlar, de ki: "O bir ezadır (rahatsızlıktır)". Aybaşı halinde iken kadınlardan el çekin, temizlenmelerine kadar onlara yaklaşmayın.
222_01	Temizlendikleri zaman, Allah'ın size buyurduğu yoldan yaklaşın. Allah şüphesiz daima tevbe edenleri sever, temizlenenleri de sever.
223_00	Kadınlarınız sizin tarlanızdır, tarlanıza istediğiniz gibi gelin.
223_01	İstikbal için hazırlıklı olun, Allah'tan sakının. O'na, hiç şüphesiz kavuşacağınızı bilin, bunu inananlara müjdele.
224_00	İnsanların arasını düzeltmeniz, günahtan sakınmanız ve iyi olmanız için, Allah'a yaptığınız yeminleri engel kılmayın, Allah işitir ve bilir.
225_00	Allah sizi rastgele yeminlerinizden dolayı değil, fakat kalblerinizin kasdettiği yeminlerden dolayı sorumlu tutar. Allah bağışlayandır, Halim'dir.
226_00	Kadınlarına yaklaşmamaya yemin edenler, dört ay bekleyebilirler; eğer yeminlerinden dönerlerse, bilsinler ki Allah bağışlar ve merhamet eder.
227_00	Şayet boşanmaya kararlı iseler, bilsinler ki Allah şüphesiz işitir ve bilir.
228_00	Boşanan kadınlar, kendi kendilerine üç aybaşı hali beklerler, eğer Allah'a ve ahiret gününe inanmışlarsa, rahimlerinde Allah'ın yarattığını gizlemeleri kendilerine helal değildir.
228_01	Kocaları bu arada barışmak isterlerse, karılarını geri almakta daha çok hak sahibidirler.
228_02	Kadınların hakları, örfe uygun bir şekilde vazifelerine denktir.
228_03	Erkeklerin onlardan bir üstün derecesi vardır. Allah güçlüdür. Hakim'dir.
229_00	Boşanma iki defadır.
229_01	Ya iyilikle tutma ya da iyilik yaparak bırakmadır.
229_02	İkisi Allah'ın yasalarını koruyamamaktan korkmadıkça kadınlara verdiklerinizden (mehirden) bir şey almanız size helal değildir.
229_03	Eğer Allah'ın yasalarını ikisi koruyamıyacaklar diye korkarsanız, o zaman kadının fidye vermesinde (mehrinden vazgeçerse) ikisine de günah yoktur. Bunlar Allah'ın yasalarıdır, onları bozmayın. Allah'ın yasalarını bozanlar ancak zalimlerdir.
230_00	Bundan sonra kadını boşarsa, kadın başka birisiyle evlenmedikçe bir daha kendisine helal olmaz.
230_01	Eğer ikinci koca da onu boşarsa, Allah'ın yasalarını koruyacaklarını sanırlarsa eski karı kocanın birbirlerine dönmelerine bir engel yoktur. Bunlar, bilenkimseler için Allah'ın açıkladığı yasalardır.
231_00	Kadınları boşadığınızda, müddetleri sona ererken, onları güzellikle tutun, ya da güzellikle bırakın, haklarına
231_01	tecavüz etmek için onlara zararlı olacak şekilde tutmayın; böyle yapan şüphesiz kendisine yazık
231_02	etmiş olur. Allah'ın ayetlerini de alaya almayın; Allah'ın üzerinize olan nimetini, öğüt vermek
231_03	üzere size indirdiği Kitap ve hikmeti anın, Allah'tan sakının, Allah'ın her şeyi bildiğini bilin.
232_00	Kadınları boşadığınızda, müddetleri sona ermişse, kocaları ile birbirleriyle güzellikle anlaşmışlarsa evlenmelerine engel olmayın. İçinizden Allah'a ve ahiret gününe inanan kimse bundan ibret alır.
232_01	Bu sizin için daha nezih ve daha paktır. Allah bilir, siz bilmezsiniz.
233_00	Anneler çocuklarını, emzirmeyi tamamlatmak isteyen baba için, tam iki sene emzirirler.
233_01	Anaların yiyecek ve giyeceğini uygun bir şekilde sağlamak çocuk kendisinin olan babaya borçtur.
233_02	Herkese ancak gücü nisbetinde teklifte bulunulur.
233_03	Ana çocuğundan, çocuk kendisinin olan baba da çocuğundan dolayı zarara sokulmasın.
233_04	Mirasçıya da aynı şeyi yapmak borçtur. Ana baba aralarında danışarak ve anlaşarak sütten kesmek isterlerse, ikisine de sorumluluk yoktur. Çocuklarınızı sütanneye emzirtmek isterseniz, vereceğinizi örfe uygun bir şekilde öderseniz, size sorumluluk yoktur. Allah'tan sakının, yaptıklarınızı gördüğünü bilin.
234_00	İçinizden ölenlerin bırakmış olduğu eşler kendi kendilerine dört ay on gün beklerler; müddetleri sona erdiğinde, onların kendi haklarında uygun şekilde yaptıklarından dolayı size sorumluluk yoktur.
234_01	Allah işlediklerinizden haberdardır.
235_00	Böyle kadınlara kapalı bir şekilde evlenme teklif etmenizde veya içinizden onlarla evlenmeyi geçirmenizde size sorumluluk yoktur.
235_01	Allah onları anacağınızı bilir.
235_02	Sakın meşru sözler dışında onlarla gizlice sözleşmeyin, müddet sona erene kadar nikah akdine kalkışmayın.
235_03	İçinizde olanı Allah'ın bildiğini bilin de O'ndan çekinin. Allah'ın bağışlayan ve Halim olduğunu bilin.
236_00	Kadınlara el sürmeden ve mehirlerini biçmeden onları boşarsanız size sorumluluk yoktur.
236_01	Onları zengin kendi çapına, fakir kendi çapına uygun bir şekilde faydalandırın. Bu iyi davrananların şanına yakışır bir borçtur.
237_00	Eğer onlara mehir biçer de el sürmeden onları boşarsanız, kendileri veya nikah akdi elinde olan erkeğin bağışlaması hali müstesna biçtiğinizin yarısını verin, bağışlamanız Allah'tan sakınmaya daha uygundur.
237_01	Aranızdaki iyiliği unutmayın.
237_02	Allah şüphesiz işlediklerinizi görür.
238_00	Namazlara ve orta namaza devam edin; gönülden boyun eğerek Allah için namaza durun.
239_00	Eğer korkarsanız, yaya yahut binekte iken kılın, güvene erişince, bilmediklerinizi öğrettiği gibi Allah'ı anın.
240_00	İçinizden ölüp, eşler bırakacak olanlar, evlerinden çıkarılmaksızın, senesine kadar eşlerinin geçimini sağlayacak şeyi vasiyet etsinler; eğer çıkarlarsa kendilerinin meşru olarak yaptıklarından dolayı size sorumluluk yoktur.
240_01	Allah güçlüdür, Hakim'dir.
241_00	Boşanan kadınları, haksızlıktan sakınanlara bir borç olmak üzere, uygun bir surette faydalandırma vardır.
242_00	Allah ayetlerini düşünesiniz diye böylece açıklamaktadır.
243_00	Binlerce kişinin memleketlerinden ölüm korkusuyla çıktıklarını görmedin mi? Allah onlara "Ölün" dedi.
243_01	Sonra onları diriltti. Allah insanlara bol nimet verir, fakat insanların çoğu şükretmezler.
244_00	Allah yolunda savaşın; bilin ki Allah işitir ve bilir.
245_00	Allah'a, kat kat karşılığını arttıracağı güzel bir ödünç takdiminde kim bulunur? Allah hem darlaştırır, hem bollaştırır; O'na döneceksiniz.
246_00	Musa'dan sonra İsrailoğullarının ileri gelenlerini görmedin mi?
246_01	Peygamberlerinden birine, "Bize bir hükümdar gönder de Allah yolunda savaşalım" demişlerdi.
246_02	"Ya savaş size farz kılındığında gitmeyecek olursanız?" demişti.
246_03	"Memleketimizden ve çocuklarımızdan uzaklaştırıldığımıza göre niye Allah yolunda savaşmıyalım?" demişlerdi. Ama savaş onlara farz kılınınca, az bir kısmı müstesna yüz cevirdiler. Allah zalimleri bilir.
247_00	Peygamberleri onlara "Allah size şüphesiz, Talut'u hükümdar olarak gönderdi" dedi.
247_01	"Biz hükümdarlığa ondan layık iken ve ona malca da bir bolluk verilmemişken bize hükümdar olmağa o nasıl layık olabilir?" dediler, "Doğrusu Allah size onu seçti, bilgice ve vücutça gücünü artırdı" dedi.
247_02	Allah mülkü dilediğine verir. Allah her şeyi kaplar ve bilir.
248_00	Peygamberleri onlara, "Onun hükümdarlığının alameti, size sandığın gelmesidir, onda Rabbinizden gelen gönül rahatlığı ve Musa ailesinin
248_01	ve Harun ailesinin bıraktıklarından kalanlar var; onu melekler taşır, eğer inanmışsanız bunda sizin için delil vardır" dedi.
249_00	Talut orduyla birlikte ayrıldıktan sonra, "Doğrusu Allah sizi bir ırmakla deneyecektir, ondan içen benden değildir, onu tatmayan eliyle sadece bir avuç avuçlayan müstesna şüphesiz bendendir" dedi.
249_01	Onlardan pek azı hariç, sudan içtiler.
249_02	Kendisi ve kendisiyle olan inananlar ırmağı geçince, "Bugün Calut ve ordusuna karşı koyacak gücümüz yok" dediler.
249_03	Kendilerinin Allah'a kavuşacağını bilenler ise: "Nice az topluluk çok topluluğa Allah'ın izniyle üstün gelmiştir, Allah sabredenlerle beraberdir" dediler.
250_00	Calut ve ordusuna karşı çıktıklarında, "Rabbimiz! Bize sabır ver, sebatımızı artır, inkar eden millete karşı bize yardım et" dediler.
251_00	Onları Allah'ın izniyle bozguna uğrattılar; Davud Calut'u öldürdü, Allah Davud'a hükümranlık ve hikmet verdi ve ona dilediğinden öğretti.
251_01	Allah'ın insanları birbiriyle savması olmasaydı yeryüzünün düzeni bozulurdu. Fakat Allah alemlere lütufkardır.
252_00	İşte bunlar Allah'ın ayetleridir. Biz onları sana doğru olarak okuyoruz. Şüphesiz sen peygamberlerden birisin.
253_00	İşte bu peygamberlerden bir kısmını diğerlerinden üstün kıldık.
253_01	Onlardan Allah'ın kendilerine hitabettiği, derecelerle yükselttikleri vardır.
253_02	Meryem oğlu İsa'ya belgeler verdik, onu Ruhul Kudüs'le destekledik.
253_03	Allah dileseydi, belgeler kendilerine geldikten sonra, peygamberlerin ardından birbirlerini öldürmezlerdi. Fakat ayrılığa düştüler, kimi inandı, kimi inkar etti. Allah dileseydi birbirlerini öldürmezlerdi, lakin Allah istediğini yapar.
254_00	Ey inananlar!
254_01	Alışverişin, dostluğun, şefaatin olmayacağı günün gelmesinden önce sizi rızıklandırdığımızdan hayra sarfedin. İnkar edenler ancak yazık edenlerdir.
255_00	Allah, O'ndan başka tanrı olmayan, kendisini uyuklama ve uyku tutmayan, diri, her an yaratıklarını gözetip durandır. Göklerde olan ve yerde olan ancak O'nundur.
255_01	O'nun izni olmadan katında şefaat edecek kimdir? Onların işlediklerini ve işleyeceklerini bilir, dilediğinden başka ilminden hiçbir şeyi kavrayamazlar.
