001_00	Elif, Lam, Mim.
145_01	Kim dünya nimetini isterse ona ondan veririz; ve kim ahiret nimetini isterse ona ondan veririz. Şükredenlerin mükafatını vereceğiz.
146_00	Nice peygamberlerin yanında Rabbe kul olmuş pek çok kimse savaşmıştır.
146_01	Allah yolunda başlarına gelenlerden ötürü gevşememişler, yılmamışlar ve boyun eğmemişlerdi. Allah, sabredenleri sever.
147_00	Dedikleri ancak şu idi: "Rabbimiz! Günahlarımızı, işimizdeki aşırılıklarımızı bize bağışla, sebatımızı arttır, inkarcı topluluğa karşı bize yardım et".
148_00	Bu yüzden Allah onlara dünya nimetini de ahiret nimetini de fazlasiyle verdi. Allah işlerini iyi yapanları sever.
149_00	Ey İnananlar! İnkar edenlere itaat ederseniz, sizi geriye döndürürler de kayba uğrarsınız.
150_00	Halbuki Mevlanız Allah'tır. O, yardımcıların en iyisidir.
151_00	Hakkında hiçbir delil indirmediği şeyi Allah'a ortak koşmalarından ötürü, inkar edenlerin kalbine korku salacağız. Onların varacağı yer cehennemdir. Zalimlerin durağı ne kötüdür!
152_00	And olsun ki, Allah, size verdiği sözde durdu.
152_01	Onun izniyle kafirleri kırıp biçiyordunuz, ama Allah size arzuladığınız zaferi gösterdikten sonra gevşeyip bu hususta çekiştiniz ve isyan ettiniz; sizden kimi dünyayı, kimi ahireti istiyordu; derken denemek için Allah sizi geri çevirip bozguna uğrattı.
152_02	And olsun ki O, sizi bağışladı. Allah'ın inananlara nimeti boldur.
153_00	Peygamber arkanızdan sizi çağırırken, kimseye bakmadan kaçıyordunuz; kaybettiğinize ve başınıza gelene üzülmeyesiniz diye, Allah sizi kederden kedere uğrattı.
153_01	Allah, işlediklerinizden haberdardır.
154_00	Kederden sonra, bir takımınızı kendinden geçirecek şekilde size huzur ve emniyet indirdi; oysa bir takımınız da kendi derdlerine düşmüşlerdi.
154_01	Haksız yere Allah hakkında, cahiliye devrinde olduğu gibi inanıyorlar.
154_02	"Bu işte bizim bir fikrimiz var mı?" diyorlardı; De ki: "Buyruğun hepsi Allah'ındır".
154_03	Sana açmadıklarını içlerinde gizliyorlar.
154_04	"Bu işte bizim fikrimiz alınsaydı, burada öldürülmezdik" diyorlar. De ki: Evlerinizde olsaydınız, haklarında ölüm yazılı olan kimseler, yine de devrilecekleri yere varırlardı. Bu, Allah'ın içinizde olanı denemesi, kalblerinizde olanı arıtması içindir. Allah gönüllerde olanı bilir.
155_00	İki topluluğun karşılaştığı gün, içinizden yüz çevirenlerin, yaptıklarının bir kısmından ötürü şeytan ayaklarını kaydırıp yoldan çıkarmak istemişti. Allah, and olsun ki, onları affetti.
155_01	Allah bağışlayandır. Halim'dir.
156_00	Ey İnananlar! Yolculuğa çıkan veya savaşa giden kardeşleri hakkında: "Onlar yanımızda olsalardı ölmezler ve öldürülmezlerdi" diyen inkarcılar gibi olmayın ki, Allah bunu onların kalblerinde bir hasret olarak bıraksın.
156_01	Dirilten de öldüren de Allah'tır. Allah işlediklerinizi görür.
157_00	Allah yolunda öldürülür veya ölürseniz, size Allah'tan onların topladıklarından hayırlı bir mağfiret ve rahmet vardır.
158_00	And olsun ki, ölseniz de, öldürülseniz de Allah katında toplanacaksınız.
159_00	Allah'ın rahmetinden dolayı, sen onlara karşı yumuşak davrandın.
159_01	Eğer kaba ve katı kalbli olsaydın, şüphesiz etrafından dağılır giderlerdi. Onları affet, onlara mağfiret dile, iş hakkında onlara danış, fakat karar verdin mi Allah'a güven, doğrusu Allah güvenenleri sever.
160_00	Allah size yardım ederse, sizi yenecek yoktur; eğer sizi yardımsız bırakıverirse, O'ndan başka size yardım edecek kimdir? İnananlar yalnız Allah'a güvensinler.
161_00	Hiçbir peygambere ganimete ve millet malına hiyanet yaraşmaz; haksızlık kim yaparsa, kıyamet günü yaptığı ile gelir, sonra, haksızlık yapılmaksızın herkese kazanmış olduğu ödenir.
162_00	Allah'ın rızasına uyan kimse, Allah'ın hışmına uğrayan gibi midir? Bu kimsenin varacağı yer cehennemdir; o ne kötü varılacak yerdir!
163_00	Onlar Allah katında derece derecedir. Allah, işlediklerini görmektedir.
164_00	And olsun ki Allah, inananlara, ayetlerini okuyan, onları arıtan, onlara Kitap ve hikmeti öğreten, kendilerinden bir peygamber göndermekle iyilikte bulunmuştur.
164_01	Halbuki onlar, önceleri apaçık sapıklıkta idiler.
165_00	Başkalarını iki misline uğrattığınız bir musibete kendiniz uğrayınca mı: "Bu nereden?" dersiniz? De ki: "O, kendi tarafınızdandır". Doğrusu Allah her şeye Kadir'dir.
166_00	İki topluluğun karşılaştığı günde başınıza gelen, Allah'ın izniyledir. Bu, inananları da, münafıklık edenleri de belirtmesi içindir. Münafıklık edenlere: "gelin, Allah yolunda savaşın, veya hiç olmazsa savunmada bulunun" dendiği zaman: "Eğer savaşmayı bilseydik, ardınızdan gelirdik" dediler. O gün, onlar imandan çok inkara yakındılar. Kalblerinde olmayanı ağızlarıyla söylüyorlar. Allah gizlediklerini onlardan iyi bilir.
167_00	İki topluluğun karşılaştığı günde başınıza gelen, Allah'ın izniyledir. Bu, inananları da, münafıklık edenleri de belirtmesi içindir. Münafıklık edenlere: "gelin, Allah yolunda savaşın, veya hiç olmazsa savunmada bulunun" dendiği zaman: "Eğer savaşmayı bilseydik, ardınızdan gelirdik" dediler.
167_01	O gün, onlar imandan çok inkara yakındılar. Kalblerinde olmayanı ağızlarıyla söylüyorlar. Allah gizlediklerini onlardan iyi bilir.
168_00	Onlar oturup, kardeşleri için: "Bize itaat etselerdi öldürülmezlerdi" dediler. De ki: "Eğer doğru sözlü iseniz, ölümü kendinizden savın".
169_00	Allah yolunda öldürülenleri ölü saymayın, bilakis Rableri katında diridirler. Allah'ın bol nimetinden onlara verdiği şeylerle sevinç içinde rızıklanırlar, arkalarından kendilerine ulaşamayan kimselere, kendilerine korku olmadığını ve kendilerinin üzülmeyeceklerini müjde etmek isterler.
170_00	Allah yolunda öldürülenleri ölü saymayın, bilakis Rableri katında diridirler. Allah'ın bol nimetinden onlara verdiği şeylerle sevinç içinde rızıklanırlar, arkalarından kendilerine ulaşamayan kimselere, kendilerine korku olmadığını ve kendilerinin üzülmeyeceklerini müjde etmek isterler.
171_00	Onlar Allah'tan olan bir nimeti, bolluğu ve Allah'ın, müminlerin ecrini zayi etmeyeceğini müjdelemek isterler.
172_00	Kendileri savaşta yara aldıktan sonra Allah ve Peygamberin çağrısına koşanlara, hele onlardan iyilik edip sakınanlara büyük ecir vardır.
173_00	İnsanlar onlara: "Düşmanınız olan insanlar size karşı bir ordu topladılar, onlardan korkun" dediler. Bu, onların imanını artırdı da: "Allah bize yeter. O ne güzel Vekil'dir" dediler.
174_00	Bu yüzden kendilerine bir fenalık dokunmadan, Allah'tan nimet ve bollukla geri döndüler; Allah'ın rızasına uydular. Allah büyük, bol nimet sahibidir.
175_00	İşte o şeytan ancak kendi dostlarını korkutur, inanmışsanız onlardan korkmayın, Benden korkun.
176_00	Küfürde yarışanlar seni üzmesin; şüphesiz onlar Allah'a bir zarar veremezler.
176_01	Allah ahirette onlara bir pay vermemek istiyor; onlara büyük azab vardır.
177_00	İmanı inkara değişenler, şüphesiz Allah’a bir zarar veremiyeceklerdir. Elem verici azab onlaradır.
178_00	İnkar edenler, kendilerine vermiş olduğumuz mühletin sakın kendileri için hayırlı olduğunu sanmasınlar. Biz onlara ancak, günahları çoğalsın diye mühlet veriyoruz. Küçültücü azab onlaradır.
179_00	Allah inananları sizin durumunuzda bırakacak değildir, temizi pisten ayıracaktır.
179_01	Allah size gaybı bildirecek değildir; fakat Allah peygamberlerinden dilediğini seçip, ona gaybı bildirir.
179_02	Artık Allah'a ve peygamberlerine inanın; inanır ve sakınırsanız size büyük ecir vardır.
180_00	Allah'ın bol nimetinden verdiklerinde cimrilik edenler, sakın bunun kendileri için hayırlı olduğunu sanmasınlar, bilakis bu onların kötülüğünedir. Cimrilik yaptıkları şey, kıyamet günü boyunlarına dolanacaktır.
180_01	Göklerin ve yerin mirası Allah'ındır. Allah işlediklerinizden haberdardır.
181_00	And olsun ki, Allah: "Allah fakir; biz zenginiz" diyenlerin sözünü işitmiştir.
181_01	Dediklerini ve haksız yere peygamberleri öldürdüklerini elbette yazacağız, "Yakıcı azabı tadın" diyeceğiz.
182_00	"Bu, yaptığınızın karşılığıdır". Yoksa Allah kullara asla zulmetmez.
183_00	"Doğrusu, ateşin yiyeceği bir kurban getirmedikçe hiçbir peygambere inanmamak üzere Allah bize ahid verdi" diyenlere sen, de ki: "Benden önce peygamberler size belgeler ve dediğiniz şeyi getirdi.
183_01	Doğru sözlü iseniz niçin onları öldürdünüz?"
184_00	Seni yalancı saydılarsa, senden önce belgeler, sahifeler ve aydınlatıcı kitap getiren peygamberler de yalanlanmıştı.
185_00	Her insan ölümü tadacaktır. Kıyamet günü, ecirleriniz size mutlaka ödenecektir.
185_01	Ateşten uzaklaştırılıp cennete sokulan kimse artık kurtulmuştur. Dünya hayatı, zaten, sadece aldatıcı bir geçinmeden ibarettir.
186_00	And olsun ki mallarınız ve canlarınızla sınanacaksınız; hiç şüphesiz, sizden önce Kitap verilenlerden ve Allah'a eş koşanlardan çok üzücü sözler işiteceksiniz.
186_01	Sabreder ve Allah'a karşı gelmekten sakınırsanız bilin ki, bu üzerinde sebat edilecek işlerdendir.
187_00	Allah, Kitap verilenlerden, onu insanlara açıklayacaksınız ve gizlemeyeceksiniz, diye ahid almıştı.
187_01	Onlar ise, onu arkalarına atıp az bir değere değiştiler. Alış verişleri ne kötüdür!
188_00	Ettiklerine sevinen ve yapmadıklarıyla övülmekten hoşlananların, sakın
188_01	onların azabdan kurtulacaklarını sanma; elem verici azab onlaradır.
189_00	Göklerin ve yerin hükümranlığı Allah'ındır. Allah her şeye Kadir'dir.
190_00	Göklerin ve yerin yaratılışında, gece ile gündüzün birbiri ardınca gelmesinde akıl sahiblerine şüphesiz deliller vardır.
191_00	Onlar ayakta iken, otururken, yan yatarken Allah'ı anarlar; göklerin ve yerin yaratılışını düşünürler: "Rabbimiz!
191_01	Sen bunu boşuna yaratmadın, Sen münezzehsin. Bizi ateşin azabından koru"
192_00	"Rabbimiz! Sen ateşe kimi sokarsan, onu şüphesiz rezil etmiş olursun, zulmedenlerin hiç yardımcıları yoktur".
193_00	"Rabbimiz! Doğrusu biz Rabbinize inanın diye inanmaya çağıran bir çağırıcıyı işittik de iman ettik.
193_01	Rabbimiz! Günahlarımızı bize bağışla, kötülüklerimizi ört, canımızi iyilerle beraber al".
194_00	"Rabbimiz! Peygamberlerinle vadettiklerini bize ver, kıyamet günü bizi rezil etme. Sen şüphesiz sözünden caymazsın".
195_00	Rableri dualarını kabul etti: "Birbirinizden meydana gelen sizlerden, erkek olsun, kadın olsun, iş yapanın işini boşa çıkarmam.
195_01	Hicret edenlerin, memleketlerinden çıkarılanların, yolumda ezaya uğratılanların, savaşan ve öldürülenlerin günahlarını elbette örteceğim.
195_02	And olsun ki, Allah katından bir nimet olarak, onları içlerinden ırmaklar akan cennetlere koyacağım. Nimetin güzeli Allah katındadır".
196_00	İnkar edenlerin diyar diyar gezip refah içinde dolaşması sakın seni aldatmasın; az bir faydalanmadan sonra onların varacakları yer cehennemdir. O ne kötü duraktır!..
197_00	İnkar edenlerin diyar diyar gezip refah içinde dolaşması sakın seni aldatmasın; az bir faydalanmadan sonra onların varacakları yer cehennemdir. O ne kötü duraktır!..
198_00	Fakat Rablerinden sakınanlara, Allah katından konukluklar bulunan, içlerinden ırmaklar akan, içinde temelli kalacakları cennetler vardır.
198_01	Allah katındaki şeyler, iyi olanlar için daha hayırlıdır.
199_00	Kitap ehlinden Allah'a huşu duyarak inanıp, Allah'ın ayetlerini az bir değere değişmeyenler vardır.
199_01	İşte onların ecirleri Rablerinin katındadır. Şüphesiz Allah'ın hesabı çabuktur.
200_00	Ey İnananlar! Sabredin, düşmanlarınızdan daha sabırlı olun, cihada hazır bulunun, Allah'a karşı gelmekten sakının ki başarıya erişebilesiniz.
